Energy(eV) Total(1/s) Acoustic(1/s) IV_g_ems(1/s) IV_g_abs(1/s) IV_f_ems(1/s) IV_f_abs(1/s) II(1/s)
1.026 8.06315e+13 2.25444e+13 3.83417e+13 5.02321e+12 1.25943e+13 2.1279e+12 0
1.027 8.07028e+13 2.25591e+13 3.8372e+13 5.03435e+12 1.26049e+13 2.13244e+12 0
1.028 8.07744e+13 2.25736e+13 3.84027e+13 5.04543e+12 1.26156e+13 2.13708e+12 0
1.029 8.08449e+13 2.25879e+13 3.84336e+13 5.0553e+12 1.26263e+13 2.1418e+12 0
1.03 8.09142e+13 2.26021e+13 3.84648e+13 5.06375e+12 1.26371e+13 2.14655e+12 0
1.031 8.09822e+13 2.2616e+13 3.84963e+13 5.07079e+12 1.26479e+13 2.15126e+12 0
1.032 8.10487e+13 2.26298e+13 3.85281e+13 5.07642e+12 1.26587e+13 2.15574e+12 0
1.033 8.11138e+13 2.26434e+13 3.85601e+13 5.08072e+12 1.26695e+13 2.16e+12 0
1.034 8.11776e+13 2.26571e+13 3.85923e+13 5.08375e+12 1.26804e+13 2.16405e+12 0
1.035 8.12404e+13 2.2671e+13 3.86248e+13 5.08548e+12 1.26913e+13 2.1679e+12 0
1.036 8.13019e+13 2.26848e+13 3.86575e+13 5.08587e+12 1.27022e+13 2.17163e+12 0
1.037 8.13624e+13 2.26987e+13 3.86904e+13 5.08492e+12 1.27131e+13 2.17529e+12 0
1.038 8.14229e+13 2.27139e+13 3.87235e+13 5.08263e+12 1.2724e+13 2.17888e+12 0
1.039 8.14834e+13 2.27305e+13 3.87568e+13 5.07901e+12 1.27347e+13 2.1824e+12 0
1.04 8.15442e+13 2.27486e+13 3.87902e+13 5.07425e+12 1.27453e+13 2.18583e+12 0
1.041 8.16091e+13 2.27681e+13 3.88238e+13 5.07235e+12 1.27557e+13 2.18914e+12 0
1.042 8.16838e+13 2.27891e+13 3.88575e+13 5.07905e+12 1.27658e+13 2.19228e+12 0
1.043 8.17595e+13 2.28116e+13 3.88911e+13 5.08591e+12 1.27758e+13 2.19506e+12 0
1.044 8.18364e+13 2.28355e+13 3.89248e+13 5.09291e+12 1.27855e+13 2.19782e+12 0
1.045 8.19152e+13 2.28604e+13 3.89583e+13 5.10005e+12 1.2795e+13 2.20145e+12 0
1.046 8.19942e+13 2.28862e+13 3.89919e+13 5.10724e+12 1.28043e+13 2.20461e+12 0
1.047 8.20736e+13 2.2913e+13 3.90255e+13 5.11428e+12 1.28136e+13 2.20729e+12 0
1.048 8.21532e+13 2.29407e+13 3.9059e+13 5.12113e+12 1.28228e+13 2.20951e+12 0
1.049 8.2233e+13 2.29695e+13 3.90925e+13 5.12781e+12 1.2832e+13 2.21128e+12 0
1.05 8.23129e+13 2.29991e+13 3.91259e+13 5.13436e+12 1.2841e+13 2.21254e+12 0
1.051 8.2393e+13 2.30297e+13 3.91593e+13 5.14076e+12 1.285e+13 2.21329e+12 0
1.052 8.24748e+13 2.30628e+13 3.91927e+13 5.14698e+12 1.28588e+13 2.21354e+12 0
1.053 8.25585e+13 2.30989e+13 3.92257e+13 5.15301e+12 1.28676e+13 2.21328e+12 0
1.054 8.26434e+13 2.3138e+13 3.92578e+13 5.15888e+12 1.28763e+13 2.21252e+12 0
1.055 8.27299e+13 2.31795e+13 3.9289e+13 5.16477e+12 1.28848e+13 2.21178e+12 0
1.056 8.28195e+13 2.32234e+13 3.93193e+13 5.17075e+12 1.28933e+13 2.21266e+12 0
1.057 8.29123e+13 2.32698e+13 3.93487e+13 5.17681e+12 1.29018e+13 2.21529e+12 0
1.058 8.30064e+13 2.33184e+13 3.93769e+13 5.18296e+12 1.29103e+13 2.21795e+12 0
1.059 8.31013e+13 2.33687e+13 3.9404e+13 5.18918e+12 1.29188e+13 2.22062e+12 0
1.06 8.3197e+13 2.34206e+13 3.94302e+13 5.19546e+12 1.29275e+13 2.22332e+12 0
1.061 8.32941e+13 2.34741e+13 3.9456e+13 5.2018e+12 1.29362e+13 2.22599e+12 0
1.062 8.33927e+13 2.35293e+13 3.94816e+13 5.20822e+12 1.29449e+13 2.2286e+12 0
1.063 8.34926e+13 2.35858e+13 3.95073e+13 5.21473e+12 1.29537e+13 2.23115e+12 0
1.064 8.35926e+13 2.36423e+13 3.95329e+13 5.22134e+12 1.29625e+13 2.23365e+12 0
1.065 8.36926e+13 2.36985e+13 3.95585e+13 5.22807e+12 1.29714e+13 2.23614e+12 0
1.066 8.37928e+13 2.37544e+13 3.95845e+13 5.23493e+12 1.29804e+13 2.23863e+12 0
1.067 8.38933e+13 2.38101e+13 3.96108e+13 5.24194e+12 1.29894e+13 2.2411e+12 0
1.068 8.39943e+13 2.38655e+13 3.96377e+13 5.24909e+12 1.29985e+13 2.24356e+12 0
1.069 8.40958e+13 2.39206e+13 3.96652e+13 5.25638e+12 1.30076e+13 2.24603e+12 0
1.07 8.41978e+13 2.39754e+13 3.96932e+13 5.26381e+12 1.30168e+13 2.24856e+12 0
1.071 8.43003e+13 2.40299e+13 3.97218e+13 5.27132e+12 1.30262e+13 2.25113e+12 0
1.072 8.44033e+13 2.40842e+13 3.97511e+13 5.27884e+12 1.30356e+13 2.25362e+12 0
1.073 8.45065e+13 2.41382e+13 3.97809e+13 5.28625e+12 1.30451e+13 2.25603e+12 0
1.074 8.46103e+13 2.41926e+13 3.98113e+13 5.29353e+12 1.30545e+13 2.25834e+12 0
1.075 8.47149e+13 2.42473e+13 3.98423e+13 5.30068e+12 1.3064e+13 2.26056e+12 0
1.076 8.48198e+13 2.43024e+13 3.98734e+13 5.30769e+12 1.30735e+13 2.26269e+12 0
1.077 8.49247e+13 2.43578e+13 3.99046e+13 5.31453e+12 1.30831e+13 2.26473e+12 0
1.078 8.50285e+13 2.44125e+13 3.99357e+13 5.32114e+12 1.30925e+13 2.26669e+12 0
1.079 8.51311e+13 2.44664e+13 3.99669e+13 5.32727e+12 1.3102e+13 2.26855e+12 0
1.08 8.52322e+13 2.45195e+13 3.99981e+13 5.3329e+12 1.31115e+13 2.27031e+12 0
1.081 8.53326e+13 2.45723e+13 4.00293e+13 5.33804e+12 1.31209e+13 2.27198e+12 0
1.082 8.54321e+13 2.46249e+13 4.00604e+13 5.34272e+12 1.31305e+13 2.27356e+12 0
1.083 8.55313e+13 2.46779e+13 4.00914e+13 5.34694e+12 1.314e+13 2.27504e+12 0
1.084 8.56327e+13 2.47331e+13 4.01223e+13 5.35105e+12 1.31495e+13 2.27676e+12 0
1.085 8.57382e+13 2.47907e+13 4.0153e+13 5.35593e+12 1.31592e+13 2.27929e+12 0
1.086 8.58469e+13 2.48508e+13 4.01836e+13 5.3613e+12 1.31693e+13 2.28189e+12 0
1.087 8.59581e+13 2.49132e+13 4.02141e+13 5.36646e+12 1.31799e+13 2.28451e+12 0
1.088 8.60715e+13 2.49779e+13 4.02443e+13 5.3714e+12 1.31908e+13 2.28717e+12 0
1.089 8.61859e+13 2.50436e+13 4.02742e+13 5.37613e+12 1.32021e+13 2.28984e+12 0
1.09 8.62999e+13 2.51089e+13 4.03039e+13 5.38067e+12 1.32139e+13 2.29253e+12 0
1.091 8.6406e+13 2.51658e+13 4.03332e+13 5.38573e+12 1.3226e+13 2.29521e+12 0
1.092 8.6504e+13 2.52131e+13 4.03622e+13 5.39228e+12 1.32385e+13 2.29789e+12 0
1.093 8.65923e+13 2.52507e+13 4.03909e+13 5.39886e+12 1.32513e+13 2.30057e+12 0
1.094 8.6671e+13 2.52786e+13 4.04193e+13 5.40544e+12 1.32645e+13 2.30324e+12 0
1.095 8.67406e+13 2.52973e+13 4.04475e+13 5.41201e+12 1.32779e+13 2.3059e+12 0
1.096 8.68017e+13 2.53071e+13 4.04757e+13 5.41855e+12 1.32917e+13 2.30856e+12 0
1.097 8.68544e+13 2.53076e+13 4.05044e+13 5.42503e+12 1.33061e+13 2.31123e+12 0
1.098 8.68983e+13 2.52988e+13 4.05331e+13 5.43146e+12 1.33211e+13 2.31391e+12 0
1.099 8.6934e+13 2.52806e+13 4.0562e+13 5.43787e+12 1.3337e+13 2.3166e+12 0
1.1 8.69637e+13 2.5253e+13 4.0593e+13 5.44428e+12 1.33541e+13 2.31932e+12 0
1.101 8.69879e+13 2.52161e+13 4.06266e+13 5.45069e+12 1.33725e+13 2.32205e+12 0
1.102 8.70064e+13 2.51698e+13 4.06626e+13 5.4571e+12 1.33921e+13 2.32481e+12 0
1.103 8.70444e+13 2.51396e+13 4.07009e+13 5.46351e+12 1.34128e+13 2.32759e+12 0
1.104 8.71438e+13 2.51676e+13 4.07413e+13 5.46993e+12 1.34347e+13 2.33039e+12 0
1.105 8.72467e+13 2.51958e+13 4.07838e+13 5.47638e+12 1.34575e+13 2.33321e+12 0
1.106 8.7353e+13 2.52243e+13 4.08285e+13 5.48288e+12 1.34812e+13 2.33605e+12 0
1.107 8.74619e+13 2.52532e+13 4.08746e+13 5.48941e+12 1.35058e+13 2.33893e+12 0
1.108 8.75728e+13 2.52821e+13 4.09218e+13 5.49597e+12 1.35311e+13 2.34182e+12 0
1.109 8.76843e+13 2.53098e+13 4.09701e+13 5.50257e+12 1.35571e+13 2.34474e+12 0
1.11 8.77956e+13 2.53359e+13 4.10192e+13 5.5092e+12 1.35836e+13 2.34766e+12 0
1.111 8.79067e+13 2.53608e+13 4.10689e+13 5.51587e+12 1.36105e+13 2.35059e+12 0
1.112 8.80175e+13 2.53845e+13 4.11192e+13 5.52239e+12 1.36378e+13 2.35354e+12 0
1.113 8.8124e+13 2.54071e+13 4.11703e+13 5.52471e+12 1.36655e+13 2.35649e+12 0
1.114 8.82311e+13 2.54285e+13 4.12245e+13 5.52526e+12 1.36934e+13 2.35946e+12 0
1.115 8.83438e+13 2.54488e+13 4.1284e+13 5.52711e+12 1.37215e+13 2.36241e+12 0
1.116 8.84631e+13 2.54681e+13 4.13503e+13 5.53025e+12 1.37498e+13 2.36471e+12 0
1.117 8.85877e+13 2.54875e+13 4.14205e+13 5.53469e+12 1.37783e+13 2.36672e+12 0
1.118 8.8718e+13 2.55075e+13 4.14943e+13 5.54041e+12 1.38069e+13 2.36894e+12 0
1.119 8.88535e+13 2.5528e+13 4.15716e+13 5.54703e+12 1.38354e+13 2.37138e+12 0
1.12 8.89932e+13 2.55491e+13 4.16523e+13 5.55375e+12 1.38641e+13 2.37402e+12 0
1.121 8.91369e+13 2.55708e+13 4.17359e+13 5.56053e+12 1.38929e+13 2.37687e+12 0
1.122 8.92869e+13 2.5593e+13 4.18241e+13 5.56736e+12 1.39226e+13 2.37986e+12 0
1.123 8.94435e+13 2.56158e+13 4.19166e+13 5.57425e+12 1.39541e+13 2.38286e+12 0
1.124 8.96035e+13 2.56391e+13 4.20118e+13 5.58119e+12 1.39856e+13 2.38588e+12 0
1.125 8.97662e+13 2.5663e+13 4.21092e+13 5.5882e+12 1.40169e+13 2.3889e+12 0
1.126 8.99293e+13 2.56875e+13 4.22067e+13 5.59526e+12 1.40479e+13 2.39194e+12 0
1.127 9.00916e+13 2.57125e+13 4.23036e+13 5.60237e+12 1.40787e+13 2.39442e+12 0
1.128 9.02526e+13 2.57381e+13 4.24e+13 5.60954e+12 1.41092e+13 2.39579e+12 1.75162e-35
1.129 9.04133e+13 2.57643e+13 4.24958e+13 5.61676e+12 1.41395e+13 2.39696e+12 200
1.13 9.05746e+13 2.57912e+13 4.25912e+13 5.624e+12 1.41697e+13 2.39855e+12 1600
1.131 9.07369e+13 2.58188e+13 4.2686e+13 5.63126e+12 1.42003e+13 2.40057e+12 5400
1.132 9.09004e+13 2.5847e+13 4.27803e+13 5.63854e+12 1.42316e+13 2.40302e+12 12800
1.133 9.1065e+13 2.58756e+13 4.28741e+13 5.64583e+12 1.42637e+13 2.40585e+12 25000
1.134 9.12305e+13 2.59046e+13 4.29674e+13 5.65314e+12 1.42965e+13 2.40887e+12 43200
1.135 9.13969e+13 2.5934e+13 4.30603e+13 5.66047e+12 1.43302e+13 2.41192e+12 68600
1.136 9.15647e+13 2.59638e+13 4.31538e+13 5.66781e+12 1.43644e+13 2.41499e+12 102400
1.137 9.17335e+13 2.59939e+13 4.32479e+13 5.67514e+12 1.43985e+13 2.41807e+12 145800
1.138 9.19016e+13 2.60243e+13 4.33428e+13 5.68247e+12 1.44308e+13 2.42117e+12 200000
1.139 9.20672e+13 2.6055e+13 4.3438e+13 5.6898e+12 1.44601e+13 2.42429e+12 266200
1.14 9.2229e+13 2.60859e+13 4.35323e+13 5.69711e+12 1.44862e+13 2.42742e+12 345600
1.141 9.23864e+13 2.61168e+13 4.36254e+13 5.70441e+12 1.45093e+13 2.43056e+12 439400
1.142 9.25397e+13 2.61476e+13 4.37172e+13 5.7117e+12 1.45295e+13 2.43371e+12 548800
1.143 9.26904e+13 2.61786e+13 4.38085e+13 5.71899e+12 1.45474e+13 2.43687e+12 675000
1.144 9.28387e+13 2.62099e+13 4.38995e+13 5.72627e+12 1.4563e+13 2.44005e+12 819200
1.145 9.29855e+13 2.62414e+13 4.39911e+13 5.73353e+12 1.45763e+13 2.44323e+12 982600
1.146 9.31339e+13 2.62731e+13 4.40864e+13 5.74079e+12 1.45872e+13 2.44641e+12 1.1664e+06
1.147 9.32841e+13 2.63049e+13 4.41858e+13 5.74803e+12 1.45957e+13 2.44959e+12 1.3718e+06
1.148 9.34359e+13 2.63371e+13 4.42894e+13 5.75523e+12 1.46015e+13 2.45277e+12 1.6e+06
1.149 9.3589e+13 2.63694e+13 4.4397e+13 5.76231e+12 1.46043e+13 2.45595e+12 1.8522e+06
1.15 9.37459e+13 2.6402e+13 4.45083e+13 5.76931e+12 1.46071e+13 2.45913e+12 2.1296e+06
1.151 9.39158e+13 2.64348e+13 4.46216e+13 5.77633e+12 1.46207e+13 2.4623e+12 2.4334e+06
1.152 9.40904e+13 2.64679e+13 4.47344e+13 5.78337e+12 1.46394e+13 2.46545e+12 2.7648e+06
1.153 9.42497e+13 2.65012e+13 4.48337e+13 5.79048e+12 1.46558e+13 2.46857e+12 3.125e+06
1.154 9.43913e+13 2.65348e+13 4.49168e+13 5.79782e+12 1.46702e+13 2.4717e+12 3.5152e+06
1.155 9.45152e+13 2.65687e+13 4.49837e+13 5.80547e+12 1.46825e+13 2.47482e+12 3.9366e+06
1.156 9.462e+13 2.66028e+13 4.50343e+13 5.81288e+12 1.46924e+13 2.47758e+12 4.3904e+06
1.157 9.47061e+13 2.6637e+13 4.50695e+13 5.8198e+12 1.46997e+13 2.48018e+12 4.8778e+06
1.158 9.47746e+13 2.66711e+13 4.50896e+13 5.82672e+12 1.47043e+13 2.48292e+12 5.4e+06
1.159 9.48255e+13 2.67053e+13 4.50942e+13 5.83386e+12 1.47063e+13 2.4858e+12 5.9582e+06
1.16 9.48584e+13 2.67395e+13 4.50831e+13 5.84122e+12 1.47058e+13 2.48879e+12 6.5536e+06
1.161 9.48733e+13 2.67737e+13 4.50562e+13 5.84878e+12 1.47027e+13 2.4919e+12 7.1874e+06
1.162 9.48759e+13 2.6808e+13 4.50136e+13 5.85628e+12 1.47029e+13 2.49508e+12 7.8608e+06
1.163 9.4875e+13 2.68425e+13 4.49553e+13 5.86276e+12 1.47162e+13 2.49825e+12 8.575e+06
1.164 9.48582e+13 2.6877e+13 4.48813e+13 5.86861e+12 1.47298e+13 2.50138e+12 9.3312e+06
1.165 9.48667e+13 2.69117e+13 4.48324e+13 5.87435e+12 1.47437e+13 2.50447e+12 1.01306e+07
1.166 9.49701e+13 2.69465e+13 4.48782e+13 5.87999e+12 1.47578e+13 2.50752e+12 1.09744e+07
1.167 9.50785e+13 2.69814e+13 4.49289e+13 5.88554e+12 1.47722e+13 2.51053e+12 1.18638e+07
1.168 9.51873e+13 2.70164e+13 4.498e+13 5.89097e+12 1.47864e+13 2.51353e+12 1.28e+07
1.169 9.52964e+13 2.70514e+13 4.50318e+13 5.89623e+12 1.48005e+13 2.51656e+12 1.37842e+07
1.17 9.54053e+13 2.70864e+13 4.50836e+13 5.90118e+12 1.48144e+13 2.51963e+12 1.48176e+07
1.171 9.55117e+13 2.71215e+13 4.51335e+13 5.9058e+12 1.48282e+13 2.52268e+12 1.59014e+07
1.172 9.56153e+13 2.71566e+13 4.51809e+13 5.91011e+12 1.4842e+13 2.5257e+12 1.70368e+07
1.173 9.57162e+13 2.71917e+13 4.52261e+13 5.9141e+12 1.48556e+13 2.52867e+12 1.8225e+07
1.174 9.58148e+13 2.72269e+13 4.52693e+13 5.91777e+12 1.48692e+13 2.53159e+12 1.94672e+07
1.175 9.58828e+13 2.72337e+13 4.53107e+13 5.92122e+12 1.48827e+13 2.53446e+12 2.07646e+07
1.176 9.59365e+13 2.72277e+13 4.53501e+13 5.92487e+12 1.48965e+13 2.53725e+12 2.21184e+07
1.177 9.59972e+13 2.72301e+13 4.53877e+13 5.92895e+12 1.49106e+13 2.53991e+12 2.35298e+07
1.178 9.60652e+13 2.72407e+13 4.54235e+13 5.93347e+12 1.4925e+13 2.54242e+12 2.5e+07
1.179 9.61424e+13 2.72598e+13 4.54595e+13 5.93847e+12 1.49398e+13 2.54484e+12 2.65302e+07
1.18 9.62295e+13 2.72871e+13 4.54964e+13 5.94393e+12 1.49548e+13 2.54722e+12 2.81216e+07
1.181 9.63242e+13 2.73204e+13 4.55343e+13 5.94986e+12 1.49701e+13 2.54956e+12 2.97754e+07
1.182 9.64211e+13 2.73541e+13 4.55731e+13 5.95624e+12 1.49857e+13 2.55185e+12 3.14928e+07
1.183 9.65197e+13 2.73882e+13 4.56128e+13 5.963e+12 1.50015e+13 2.55411e+12 3.3275e+07
1.184 9.66199e+13 2.74226e+13 4.56535e+13 5.96983e+12 1.50176e+13 2.55633e+12 3.51232e+07
1.185 9.67215e+13 2.74572e+13 4.56952e+13 5.97669e+12 1.50339e+13 2.55851e+12 3.70386e+07
1.186 9.68246e+13 2.74921e+13 4.57377e+13 5.98359e+12 1.50505e+13 2.56064e+12 3.90224e+07
1.187 9.69278e+13 2.75273e+13 4.57801e+13 5.99049e+12 1.50672e+13 2.56267e+12 4.10758e+07
1.188 9.70317e+13 2.75628e+13 4.58228e+13 5.99731e+12 1.50841e+13 2.56459e+12 4.32e+07
1.189 9.71371e+13 2.75986e+13 4.58668e+13 6.00403e+12 1.51012e+13 2.56642e+12 4.53962e+07
1.19 9.72441e+13 2.76346e+13 4.59121e+13 6.01064e+12 1.51185e+13 2.56823e+12 4.76656e+07
1.191 9.73531e+13 2.7671e+13 4.59589e+13 6.01715e+12 1.5136e+13 2.57011e+12 5.00094e+07
1.192 9.74638e+13 2.77074e+13 4.60071e+13 6.02354e+12 1.51536e+13 2.5721e+12 5.24288e+07
1.193 9.75754e+13 2.77439e+13 4.6056e+13 6.02981e+12 1.51714e+13 2.57422e+12 5.4925e+07
1.194 9.76864e+13 2.77805e+13 4.61049e+13 6.03597e+12 1.51885e+13 2.57647e+12 5.74992e+07
1.195 9.77979e+13 2.78171e+13 4.61544e+13 6.04203e+12 1.52055e+13 2.57887e+12 6.01526e+07
1.196 9.79109e+13 2.78537e+13 4.62049e+13 6.04803e+12 1.52228e+13 2.5814e+12 6.28864e+07
1.197 9.80256e+13 2.78903e+13 4.62566e+13 6.05397e+12 1.52406e+13 2.58409e+12 6.57018e+07
1.198 9.81418e+13 2.79269e+13 4.63094e+13 6.05989e+12 1.52587e+13 2.58687e+12 6.86e+07
1.199 9.82593e+13 2.79635e+13 4.63632e+13 6.06577e+12 1.52771e+13 2.58968e+12 7.15822e+07
1.2 9.83776e+13 2.79999e+13 4.64177e+13 6.07163e+12 1.52959e+13 2.59249e+12 7.46496e+07
1.201 9.84963e+13 2.80362e+13 4.64726e+13 6.07748e+12 1.53147e+13 2.5953e+12 7.78034e+07
1.202 9.86154e+13 2.80724e+13 4.65279e+13 6.0833e+12 1.53336e+13 2.5981e+12 8.10448e+07
1.203 9.87345e+13 2.81085e+13 4.65832e+13 6.08911e+12 1.53527e+13 2.60087e+12 8.4375e+07
1.204 9.88535e+13 2.81445e+13 4.66385e+13 6.09493e+12 1.53719e+13 2.6036e+12 8.77952e+07
1.205 9.89728e+13 2.81804e+13 4.66942e+13 6.10076e+12 1.53911e+13 2.60628e+12 9.13066e+07
1.206 9.90923e+13 2.82161e+13 4.67502e+13 6.10654e+12 1.54104e+13 2.60889e+12 9.49104e+07
1.207 9.9212e+13 2.82518e+13 4.68066e+13 6.11225e+12 1.54298e+13 2.61143e+12 9.86078e+07
1.208 9.93318e+13 2.82873e+13 4.68634e+13 6.11787e+12 1.54492e+13 2.61391e+12 1.024e+08
1.209 9.94519e+13 2.83228e+13 4.69205e+13 6.12341e+12 1.54688e+13 2.61631e+12 1.06288e+08
1.21 9.95721e+13 2.8358e+13 4.6978e+13 6.12887e+12 1.54884e+13 2.61866e+12 1.10274e+08
1.211 9.96917e+13 2.83924e+13 4.7036e+13 6.13424e+12 1.55081e+13 2.62094e+12 1.14357e+08
1.212 9.98111e+13 2.84262e+13 4.70943e+13 6.13948e+12 1.55279e+13 2.62317e+12 1.18541e+08
1.213 9.99309e+13 2.84601e+13 4.7153e+13 6.14459e+12 1.55479e+13 2.62535e+12 1.22825e+08
1.214 1.00051e+14 2.84941e+13 4.7212e+13 6.14955e+12 1.55679e+13 2.62747e+12 1.27211e+08
1.215 1.00172e+14 2.85284e+13 4.72715e+13 6.1544e+12 1.5588e+13 2.62956e+12 1.31701e+08
1.216 1.00295e+14 2.85643e+13 4.73316e+13 6.15916e+12 1.56082e+13 2.6316e+12 1.36294e+08
1.217 1.0042e+14 2.86022e+13 4.73921e+13 6.16382e+12 1.56283e+13 2.63359e+12 1.40994e+08
1.218 1.00547e+14 2.8641e+13 4.7453e+13 6.16839e+12 1.56485e+13 2.63556e+12 1.458e+08
1.219 1.00673e+14 2.86801e+13 4.75139e+13 6.17292e+12 1.56686e+13 2.63754e+12 1.50714e+08
1.22 1.008e+14 2.87194e+13 4.75748e+13 6.17746e+12 1.56888e+13 2.63954e+12 1.55738e+08
1.221 1.00927e+14 2.87588e+13 4.76357e+13 6.18204e+12 1.5709e+13 2.64158e+12 1.60871e+08
1.222 1.01049e+14 2.87982e+13 4.76967e+13 6.18668e+12 1.57239e+13 2.64366e+12 1.66117e+08
1.223 1.01165e+14 2.88376e+13 4.77577e+13 6.19139e+12 1.57328e+13 2.64577e+12 1.71475e+08
1.224 1.0128e+14 2.88756e+13 4.78188e+13 6.19616e+12 1.57417e+13 2.64792e+12 1.76947e+08
1.225 1.01396e+14 2.89115e+13 4.78801e+13 6.20102e+12 1.57533e+13 2.65011e+12 1.82535e+08
1.226 1.01513e+14 2.89451e+13 4.79415e+13 6.20604e+12 1.57675e+13 2.65233e+12 1.88238e+08
1.227 1.0163e+14 2.89766e+13 4.80032e+13 6.21123e+12 1.57844e+13 2.65456e+12 1.9406e+08
1.228 1.01748e+14 2.90058e+13 4.80652e+13 6.21656e+12 1.58034e+13 2.65679e+12 2e+08
1.229 1.01865e+14 2.90328e+13 4.81273e+13 6.22204e+12 1.58233e+13 2.65903e+12 2.0606e+08
1.23 1.0198e+14 2.90576e+13 4.81896e+13 6.22766e+12 1.58432e+13 2.66128e+12 2.12242e+08
1.231 1.02093e+14 2.90802e+13 4.8252e+13 6.23341e+12 1.58633e+13 2.66354e+12 2.18545e+08
1.232 1.02204e+14 2.91007e+13 4.83145e+13 6.23927e+12 1.58834e+13 2.66581e+12 2.24973e+08
1.233 1.02313e+14 2.91189e+13 4.8377e+13 6.24523e+12 1.59037e+13 2.66809e+12 2.31525e+08
1.234 1.02414e+14 2.91349e+13 4.84396e+13 6.25123e+12 1.59175e+13 2.67037e+12 2.38203e+08
1.235 1.0251e+14 2.91488e+13 4.85023e+13 6.25727e+12 1.59283e+13 2.67265e+12 2.45009e+08
1.236 1.02605e+14 2.91605e+13 4.85652e+13 6.26334e+12 1.59411e+13 2.67495e+12 2.51942e+08
1.237 1.02656e+14 2.91706e+13 4.85823e+13 6.26945e+12 1.5956e+13 2.67726e+12 2.59006e+08
1.238 1.02687e+14 2.91818e+13 4.85768e+13 6.27558e+12 1.5973e+13 2.67958e+12 2.662e+08
1.239 1.02735e+14 2.91958e+13 4.85836e+13 6.28174e+12 1.5992e+13 2.68192e+12 2.73526e+08
1.24 1.02802e+14 2.92126e+13 4.86043e+13 6.28792e+12 1.60125e+13 2.68428e+12 2.80986e+08
1.241 1.02886e+14 2.92325e+13 4.86389e+13 6.2941e+12 1.60331e+13 2.68666e+12 2.88579e+08
1.242 1.02986e+14 2.92554e+13 4.86874e+13 6.30027e+12 1.60537e+13 2.68906e+12 2.96309e+08
1.243 1.031e+14 2.92814e+13 4.87459e+13 6.30641e+12 1.60745e+13 2.69148e+12 3.04175e+08
1.244 1.03218e+14 2.93104e+13 4.88054e+13 6.31252e+12 1.60952e+13 2.69393e+12 3.12179e+08
1.245 1.03338e+14 2.9342e+13 4.88652e+13 6.31861e+12 1.6116e+13 2.69639e+12 3.20323e+08
1.246 1.0346e+14 2.93741e+13 4.89253e+13 6.32467e+12 1.61367e+13 2.69887e+12 3.28606e+08
1.247 1.03582e+14 2.94064e+13 4.89856e+13 6.3307e+12 1.61574e+13 2.70135e+12 3.37032e+08
1.248 1.03704e+14 2.94389e+13 4.90462e+13 6.33672e+12 1.61781e+13 2.70386e+12 3.456e+08
1.249 1.03827e+14 2.94716e+13 4.91071e+13 6.34274e+12 1.61987e+13 2.70637e+12 3.54312e+08
1.25 1.03949e+14 2.95037e+13 4.91684e+13 6.34879e+12 1.62193e+13 2.70889e+12 3.6317e+08
1.251 1.04072e+14 2.95352e+13 4.92301e+13 6.35485e+12 1.62399e+13 2.71143e+12 3.72173e+08
1.252 1.04194e+14 2.95661e+13 4.92924e+13 6.36092e+12 1.62603e+13 2.71398e+12 3.81325e+08
1.253 1.04316e+14 2.95963e+13 4.93552e+13 6.36701e+12 1.62807e+13 2.71656e+12 3.90625e+08
1.254 1.04438e+14 2.96259e+13 4.94182e+13 6.37312e+12 1.6301e+13 2.71915e+12 4.00075e+08
1.255 1.04559e+14 2.96548e+13 4.94813e+13 6.37925e+12 1.63212e+13 2.72176e+12 4.09677e+08
1.256 1.04679e+14 2.96831e+13 4.95446e+13 6.38538e+12 1.63413e+13 2.72438e+12 4.1943e+08
1.257 1.04799e+14 2.97107e+13 4.96081e+13 6.39152e+12 1.63614e+13 2.72701e+12 4.29338e+08
1.258 1.04919e+14 2.97378e+13 4.96719e+13 6.39766e+12 1.63814e+13 2.72963e+12 4.394e+08
1.259 1.05038e+14 2.97645e+13 4.97359e+13 6.40376e+12 1.64012e+13 2.73226e+12 4.49618e+08
1.26 1.05157e+14 2.97908e+13 4.98e+13 6.4098e+12 1.6421e+13 2.7349e+12 4.59994e+08
1.261 1.05276e+14 2.98167e+13 4.98642e+13 6.41579e+12 1.64409e+13 2.73753e+12 4.70527e+08
1.262 1.05394e+14 2.98425e+13 4.99283e+13 6.42172e+12 1.6461e+13 2.74016e+12 4.81221e+08
1.263 1.05513e+14 2.9868e+13 4.99924e+13 6.4276e+12 1.64814e+13 2.74278e+12 4.92075e+08
1.264 1.05632e+14 2.98934e+13 5.00563e+13 6.43348e+12 1.65025e+13 2.7454e+12 5.03091e+08
1.265 1.05751e+14 2.99187e+13 5.012e+13 6.43942e+12 1.6524e+13 2.74803e+12 5.14271e+08
1.266 1.05869e+14 2.99437e+13 5.01836e+13 6.44541e+12 1.65456e+13 2.75067e+12 5.25614e+08
1.267 1.05988e+14 2.99686e+13 5.02469e+13 6.45147e+12 1.65673e+13 2.75331e+12 5.37124e+08
1.268 1.06106e+14 2.99933e+13 5.03101e+13 6.45759e+12 1.6589e+13 2.75598e+12 5.488e+08
1.269 1.06224e+14 3.00178e+13 5.03729e+13 6.46376e+12 1.66106e+13 2.75867e+12 5.60644e+08
