Energy(eV) Total(1/s) Acoustic(1/s) IV_g_ems(1/s) IV_g_abs(1/s) IV_f_ems(1/s) IV_f_abs(1/s) II(1/s)
0.768 6.48862e+13 1.82443e+13 3.08746e+13 3.9201e+12 1.0172e+13 1.67516e+12 0
0.769 6.49557e+13 1.82607e+13 3.0912e+13 3.92355e+12 1.01829e+13 1.6765e+12 0
0.77 6.50251e+13 1.82771e+13 3.09494e+13 3.92702e+12 1.01937e+13 1.67784e+12 0
0.771 6.50945e+13 1.82936e+13 3.09869e+13 3.93053e+12 1.02042e+13 1.67918e+12 0
0.772 6.51636e+13 1.83102e+13 3.10246e+13 3.93404e+12 1.02143e+13 1.68052e+12 0
0.773 6.52325e+13 1.83268e+13 3.10622e+13 3.93751e+12 1.02241e+13 1.68187e+12 0
0.774 6.53004e+13 1.83435e+13 3.10991e+13 3.94096e+12 1.02336e+13 1.68322e+12 0
0.775 6.53671e+13 1.83603e+13 3.11348e+13 3.94439e+12 1.0243e+13 1.6846e+12 0
0.776 6.54328e+13 1.83771e+13 3.11696e+13 3.94786e+12 1.02523e+13 1.68601e+12 0
0.777 6.5498e+13 1.8394e+13 3.12038e+13 3.95137e+12 1.02614e+13 1.68743e+12 0
0.778 6.55625e+13 1.84108e+13 3.12376e+13 3.95487e+12 1.02704e+13 1.68887e+12 0
0.779 6.56263e+13 1.84275e+13 3.12709e+13 3.95833e+12 1.02792e+13 1.69033e+12 0
0.78 6.56896e+13 1.84442e+13 3.13038e+13 3.96176e+12 1.0288e+13 1.6918e+12 0
0.781 6.57523e+13 1.84609e+13 3.13362e+13 3.96517e+12 1.02967e+13 1.69328e+12 0
0.782 6.58144e+13 1.84776e+13 3.13682e+13 3.96862e+12 1.03052e+13 1.69476e+12 0
0.783 6.58759e+13 1.84943e+13 3.13997e+13 3.97213e+12 1.03136e+13 1.69624e+12 0
0.784 6.59368e+13 1.8511e+13 3.14307e+13 3.97568e+12 1.03218e+13 1.69773e+12 0
0.785 6.59971e+13 1.85276e+13 3.14609e+13 3.97925e+12 1.03301e+13 1.69923e+12 0
0.786 6.60573e+13 1.85443e+13 3.14898e+13 3.98284e+12 1.03396e+13 1.70074e+12 0
0.787 6.61181e+13 1.85609e+13 3.15177e+13 3.98645e+12 1.03508e+13 1.70227e+12 0
0.788 6.61771e+13 1.85775e+13 3.15445e+13 3.99005e+12 1.03613e+13 1.70378e+12 0
0.789 6.62319e+13 1.85941e+13 3.15706e+13 3.99365e+12 1.03683e+13 1.70529e+12 0
0.79 6.62844e+13 1.86105e+13 3.15961e+13 3.99724e+12 1.03738e+13 1.70679e+12 0
0.791 6.63365e+13 1.86267e+13 3.16211e+13 4.00078e+12 1.03796e+13 1.70828e+12 0
0.792 6.6388e+13 1.86426e+13 3.16458e+13 4.00429e+12 1.03856e+13 1.70978e+12 0
0.793 6.64391e+13 1.86584e+13 3.167e+13 4.00779e+12 1.03917e+13 1.71126e+12 0
0.794 6.649e+13 1.8674e+13 3.16938e+13 4.0113e+12 1.03982e+13 1.71273e+12 0
0.795 6.65413e+13 1.869e+13 3.17176e+13 4.01481e+12 1.04048e+13 1.71419e+12 0
0.796 6.65929e+13 1.87063e+13 3.17411e+13 4.01834e+12 1.04115e+13 1.71565e+12 0
0.797 6.66451e+13 1.87229e+13 3.17645e+13 4.02184e+12 1.04187e+13 1.71712e+12 0
0.798 6.66985e+13 1.87399e+13 3.17877e+13 4.02532e+12 1.0427e+13 1.71861e+12 0
0.799 6.67533e+13 1.87571e+13 3.18109e+13 4.02879e+12 1.04364e+13 1.72011e+12 0
0.8 6.6809e+13 1.87743e+13 3.18366e+13 4.03228e+12 1.04441e+13 1.72161e+12 0
0.801 6.68708e+13 1.87915e+13 3.18714e+13 4.03578e+12 1.0449e+13 1.72312e+12 0
0.802 6.69426e+13 1.88087e+13 3.19158e+13 4.03928e+12 1.04542e+13 1.72463e+12 0
0.803 6.70035e+13 1.88259e+13 3.19488e+13 4.04281e+12 1.04599e+13 1.72615e+12 0
0.804 6.70438e+13 1.8843e+13 3.19606e+13 4.04637e+12 1.04661e+13 1.72768e+12 0
0.805 6.70849e+13 1.88602e+13 3.19728e+13 4.04999e+12 1.04727e+13 1.72921e+12 0
0.806 6.71276e+13 1.88773e+13 3.19862e+13 4.05365e+12 1.04797e+13 1.73074e+12 0
0.807 6.71719e+13 1.88944e+13 3.2001e+13 4.05735e+12 1.04869e+13 1.73228e+12 0
0.808 6.72179e+13 1.89115e+13 3.20171e+13 4.06111e+12 1.04943e+13 1.73383e+12 0
0.809 6.72644e+13 1.89277e+13 3.20345e+13 4.0649e+12 1.05019e+13 1.73539e+12 0
0.81 6.73104e+13 1.89425e+13 3.2053e+13 4.06874e+12 1.05092e+13 1.73696e+12 0
0.811 6.73571e+13 1.8957e+13 3.20722e+13 4.07263e+12 1.05166e+13 1.73854e+12 0
0.812 6.7404e+13 1.89715e+13 3.20915e+13 4.07656e+12 1.05243e+13 1.74013e+12 0
0.813 6.74492e+13 1.8986e+13 3.21089e+13 4.08051e+12 1.05321e+13 1.74173e+12 0
0.814 6.74941e+13 1.90003e+13 3.21257e+13 4.08449e+12 1.05402e+13 1.74335e+12 0
0.815 6.75396e+13 1.90146e+13 3.21429e+13 4.0885e+12 1.05486e+13 1.74497e+12 0
0.816 6.75859e+13 1.90289e+13 3.21606e+13 4.09253e+12 1.05572e+13 1.74659e+12 0
0.817 6.76339e+13 1.90431e+13 3.21801e+13 4.09658e+12 1.0566e+13 1.74823e+12 0
0.818 6.76842e+13 1.90572e+13 3.22016e+13 4.10064e+12 1.05749e+13 1.74986e+12 0
0.819 6.77361e+13 1.90714e+13 3.22246e+13 4.10472e+12 1.05839e+13 1.75152e+12 0
0.82 6.7789e+13 1.90856e+13 3.22484e+13 4.10882e+12 1.0593e+13 1.75319e+12 0
0.821 6.78428e+13 1.90999e+13 3.22729e+13 4.11293e+12 1.06022e+13 1.75488e+12 0
0.822 6.78976e+13 1.91145e+13 3.2298e+13 4.11704e+12 1.06115e+13 1.75658e+12 0
0.823 6.79538e+13 1.91297e+13 3.23238e+13 4.12114e+12 1.0621e+13 1.75829e+12 0
0.824 6.80111e+13 1.91453e+13 3.23499e+13 4.12522e+12 1.06306e+13 1.76001e+12 0
0.825 6.8069e+13 1.91612e+13 3.23766e+13 4.12919e+12 1.06402e+13 1.76174e+12 0
0.826 6.81276e+13 1.91773e+13 3.24042e+13 4.1328e+12 1.06498e+13 1.76349e+12 0
0.827 6.81873e+13 1.91935e+13 3.24327e+13 4.13638e+12 1.06595e+13 1.76525e+12 0
0.828 6.82475e+13 1.92099e+13 3.24616e+13 4.13995e+12 1.0669e+13 1.76699e+12 0
0.829 6.83077e+13 1.92264e+13 3.24904e+13 4.14352e+12 1.06786e+13 1.76869e+12 0
0.83 6.83681e+13 1.92431e+13 3.25193e+13 4.14716e+12 1.06882e+13 1.77038e+12 0
0.831 6.84288e+13 1.92599e+13 3.25482e+13 4.15087e+12 1.06978e+13 1.77208e+12 0
0.832 6.84899e+13 1.92769e+13 3.25772e+13 4.15467e+12 1.07074e+13 1.77378e+12 0
0.833 6.85514e+13 1.92941e+13 3.26063e+13 4.15855e+12 1.0717e+13 1.7755e+12 0
0.834 6.86132e+13 1.93113e+13 3.26356e+13 4.16247e+12 1.07266e+13 1.77724e+12 0
0.835 6.86749e+13 1.93284e+13 3.2665e+13 4.16636e+12 1.07362e+13 1.77898e+12 0
0.836 6.87366e+13 1.93454e+13 3.26945e+13 4.17018e+12 1.07458e+13 1.78075e+12 0
0.837 6.87982e+13 1.93622e+13 3.27242e+13 4.17393e+12 1.07554e+13 1.78251e+12 0
0.838 6.88599e+13 1.93792e+13 3.27539e+13 4.17764e+12 1.07648e+13 1.78427e+12 0
0.839 6.89218e+13 1.93965e+13 3.27837e+13 4.18131e+12 1.07743e+13 1.78601e+12 0
0.84 6.89834e+13 1.94138e+13 3.28134e+13 4.18495e+12 1.07836e+13 1.78767e+12 0
0.841 6.90445e+13 1.94307e+13 3.28431e+13 4.18854e+12 1.07929e+13 1.78924e+12 0
0.842 6.91053e+13 1.94474e+13 3.28727e+13 4.1921e+12 1.08023e+13 1.79079e+12 0
0.843 6.91662e+13 1.94641e+13 3.29024e+13 4.19563e+12 1.08117e+13 1.79234e+12 0
0.844 6.92273e+13 1.94809e+13 3.29321e+13 4.19913e+12 1.08213e+13 1.79389e+12 0
0.845 6.9289e+13 1.94982e+13 3.29617e+13 4.20262e+12 1.0831e+13 1.79546e+12 0
0.846 6.93509e+13 1.95156e+13 3.29914e+13 4.20608e+12 1.08408e+13 1.79705e+12 0
0.847 6.94129e+13 1.95331e+13 3.3021e+13 4.20951e+12 1.08506e+13 1.79866e+12 0
0.848 6.9475e+13 1.95507e+13 3.30506e+13 4.21292e+12 1.08604e+13 1.8003e+12 0
0.849 6.9537e+13 1.95683e+13 3.30802e+13 4.2163e+12 1.08702e+13 1.80193e+12 0
0.85 6.95989e+13 1.95859e+13 3.31098e+13 4.21965e+12 1.08799e+13 1.80356e+12 0
0.851 6.96606e+13 1.96036e+13 3.31393e+13 4.22298e+12 1.08896e+13 1.80515e+12 0
0.852 6.97219e+13 1.96212e+13 3.31686e+13 4.22627e+12 1.08992e+13 1.80673e+12 0
0.853 6.97828e+13 1.96387e+13 3.31975e+13 4.22956e+12 1.09088e+13 1.80829e+12 0
0.854 6.98432e+13 1.96562e+13 3.32259e+13 4.23283e+12 1.09184e+13 1.80983e+12 0
0.855 6.99032e+13 1.96736e+13 3.3254e+13 4.2361e+12 1.09282e+13 1.81135e+12 0
0.856 6.99631e+13 1.9691e+13 3.3282e+13 4.23936e+12 1.09378e+13 1.81286e+12 0
0.857 7.00232e+13 1.97086e+13 3.33105e+13 4.24262e+12 1.09471e+13 1.81436e+12 0
0.858 7.00837e+13 1.97262e+13 3.33396e+13 4.24589e+12 1.09563e+13 1.81585e+12 0
0.859 7.01449e+13 1.97438e+13 3.33692e+13 4.24915e+12 1.09654e+13 1.81733e+12 0
0.86 7.02067e+13 1.97615e+13 3.33994e+13 4.25241e+12 1.09745e+13 1.8188e+12 0
0.861 7.02689e+13 1.97793e+13 3.343e+13 4.25566e+12 1.09836e+13 1.82025e+12 0
0.862 7.0331e+13 1.97972e+13 3.34606e+13 4.25891e+12 1.09926e+13 1.8217e+12 0
0.863 7.03932e+13 1.98151e+13 3.34912e+13 4.26216e+12 1.10017e+13 1.82314e+12 0
0.864 7.04555e+13 1.98331e+13 3.35218e+13 4.2654e+12 1.10107e+13 1.82456e+12 0
0.865 7.05178e+13 1.98512e+13 3.35523e+13 4.26864e+12 1.10197e+13 1.82597e+12 0
0.866 7.05803e+13 1.98695e+13 3.35829e+13 4.27188e+12 1.10287e+13 1.82737e+12 0
0.867 7.06429e+13 1.9888e+13 3.36134e+13 4.27512e+12 1.10377e+13 1.82875e+12 0
0.868 7.07056e+13 1.99067e+13 3.36439e+13 4.27834e+12 1.10466e+13 1.83012e+12 0
0.869 7.07682e+13 1.99258e+13 3.36744e+13 4.28151e+12 1.10551e+13 1.83144e+12 0
0.87 7.08311e+13 1.99451e+13 3.37049e+13 4.28465e+12 1.10638e+13 1.83276e+12 0
0.871 7.08929e+13 1.99646e+13 3.37339e+13 4.28777e+12 1.10726e+13 1.83407e+12 0
0.872 7.09526e+13 1.99844e+13 3.37605e+13 4.29089e+12 1.10815e+13 1.83537e+12 0
0.873 7.10121e+13 2.00043e+13 3.37867e+13 4.29401e+12 1.10904e+13 1.83667e+12 0
0.874 7.10717e+13 2.00244e+13 3.38128e+13 4.29713e+12 1.10994e+13 1.83798e+12 0
0.875 7.11313e+13 2.00446e+13 3.38388e+13 4.30024e+12 1.11084e+13 1.83929e+12 0
0.876 7.11909e+13 2.00649e+13 3.38647e+13 4.30329e+12 1.11174e+13 1.84061e+12 0
0.877 7.12506e+13 2.00853e+13 3.38905e+13 4.30637e+12 1.11265e+13 1.84192e+12 0
0.878 7.13104e+13 2.01059e+13 3.39161e+13 4.30948e+12 1.11356e+13 1.84322e+12 0
0.879 7.13703e+13 2.01266e+13 3.39417e+13 4.31263e+12 1.11448e+13 1.84452e+12 0
0.88 7.14304e+13 2.01473e+13 3.39673e+13 4.31584e+12 1.11541e+13 1.84581e+12 0
0.881 7.14908e+13 2.01682e+13 3.39929e+13 4.3191e+12 1.11635e+13 1.8471e+12 0
0.882 7.15515e+13 2.01891e+13 3.40186e+13 4.32243e+12 1.1173e+13 1.84839e+12 0
0.883 7.16125e+13 2.021e+13 3.40444e+13 4.3258e+12 1.11825e+13 1.84969e+12 0
0.884 7.16741e+13 2.0231e+13 3.40708e+13 4.3292e+12 1.11921e+13 1.85098e+12 0
0.885 7.17367e+13 2.02519e+13 3.40981e+13 4.33259e+12 1.12018e+13 1.85229e+12 0
0.886 7.18003e+13 2.02728e+13 3.41263e+13 4.33597e+12 1.12116e+13 1.85359e+12 0
0.887 7.18637e+13 2.02931e+13 3.41549e+13 4.33935e+12 1.12214e+13 1.85489e+12 0
0.888 7.19248e+13 2.03109e+13 3.41838e+13 4.34273e+12 1.12312e+13 1.85619e+12 0
0.889 7.19859e+13 2.03283e+13 3.4213e+13 4.34611e+12 1.1241e+13 1.85749e+12 0
0.89 7.20472e+13 2.03456e+13 3.42425e+13 4.34948e+12 1.12508e+13 1.85878e+12 0
0.891 7.21088e+13 2.0363e+13 3.42722e+13 4.35286e+12 1.12607e+13 1.86008e+12 0
0.892 7.21714e+13 2.03808e+13 3.43022e+13 4.35623e+12 1.12707e+13 1.86138e+12 0
0.893 7.22347e+13 2.03992e+13 3.43325e+13 4.3596e+12 1.12808e+13 1.86269e+12 0
0.894 7.22989e+13 2.04181e+13 3.4363e+13 4.36296e+12 1.12909e+13 1.86402e+12 0
0.895 7.2364e+13 2.04374e+13 3.43938e+13 4.36633e+12 1.1301e+13 1.86536e+12 0
0.896 7.24294e+13 2.0457e+13 3.44249e+13 4.3697e+12 1.13111e+13 1.86672e+12 0
0.897 7.24945e+13 2.04764e+13 3.44556e+13 4.37307e+12 1.13213e+13 1.8681e+12 0
0.898 7.2559e+13 2.04954e+13 3.44861e+13 4.37644e+12 1.13315e+13 1.86949e+12 0
0.899 7.26228e+13 2.05139e+13 3.45165e+13 4.37983e+12 1.13418e+13 1.87089e+12 0
0.9 7.26864e+13 2.05321e+13 3.4547e+13 4.38322e+12 1.13519e+13 1.87228e+12 0
0.901 7.27502e+13 2.055e+13 3.4578e+13 4.38661e+12 1.13619e+13 1.87369e+12 0
0.902 7.28136e+13 2.05677e+13 3.46088e+13 4.39e+12 1.1372e+13 1.8751e+12 0
0.903 7.28763e+13 2.05851e+13 3.46392e+13 4.3934e+12 1.1382e+13 1.87651e+12 0
0.904 7.29385e+13 2.06023e+13 3.46692e+13 4.39683e+12 1.13922e+13 1.87793e+12 0
0.905 7.30005e+13 2.06193e+13 3.46991e+13 4.40027e+12 1.14025e+13 1.87935e+12 0
0.906 7.30627e+13 2.06361e+13 3.47293e+13 4.40373e+12 1.14127e+13 1.88078e+12 0
0.907 7.31252e+13 2.06528e+13 3.476e+13 4.40722e+12 1.1423e+13 1.88222e+12 0
0.908 7.31879e+13 2.06692e+13 3.4791e+13 4.41073e+12 1.14332e+13 1.88366e+12 0
0.909 7.32506e+13 2.06855e+13 3.48222e+13 4.41425e+12 1.14435e+13 1.8851e+12 0
0.91 7.33133e+13 2.07016e+13 3.48536e+13 4.4178e+12 1.14538e+13 1.88656e+12 0
0.911 7.33759e+13 2.07174e+13 3.4885e+13 4.42136e+12 1.14641e+13 1.88802e+12 0
0.912 7.34383e+13 2.0733e+13 3.49165e+13 4.42494e+12 1.14745e+13 1.88949e+12 0
0.913 7.35006e+13 2.07483e+13 3.49479e+13 4.42854e+12 1.14849e+13 1.89096e+12 0
0.914 7.35627e+13 2.07634e+13 3.49793e+13 4.43215e+12 1.14954e+13 1.89245e+12 0
0.915 7.36246e+13 2.07784e+13 3.50106e+13 4.43578e+12 1.15059e+13 1.89394e+12 0
0.916 7.36864e+13 2.07932e+13 3.50417e+13 4.43943e+12 1.15166e+13 1.89544e+12 0
0.917 7.3748e+13 2.08079e+13 3.50727e+13 4.44308e+12 1.15273e+13 1.89694e+12 0
0.918 7.38096e+13 2.08225e+13 3.51038e+13 4.44674e+12 1.15382e+13 1.89845e+12 0
0.919 7.38714e+13 2.0837e+13 3.5135e+13 4.45039e+12 1.15491e+13 1.89997e+12 0
0.92 7.39333e+13 2.08515e+13 3.51662e+13 4.45405e+12 1.156e+13 1.90151e+12 0
0.921 7.39953e+13 2.08659e+13 3.51976e+13 4.45771e+12 1.15711e+13 1.90306e+12 0
0.922 7.40574e+13 2.08803e+13 3.5229e+13 4.46137e+12 1.15821e+13 1.90462e+12 0
0.923 7.41195e+13 2.08945e+13 3.52605e+13 4.46504e+12 1.15933e+13 1.90619e+12 0
0.924 7.41817e+13 2.09087e+13 3.52921e+13 4.46871e+12 1.16044e+13 1.90777e+12 0
0.925 7.4244e+13 2.09228e+13 3.53238e+13 4.47239e+12 1.16157e+13 1.90937e+12 0
0.926 7.43065e+13 2.09369e+13 3.53555e+13 4.47607e+12 1.16271e+13 1.91097e+12 0
0.927 7.43692e+13 2.09509e+13 3.53875e+13 4.47975e+12 1.16385e+13 1.91259e+12 0
0.928 7.44323e+13 2.09649e+13 3.54197e+13 4.48343e+12 1.165e+13 1.91421e+12 0
0.929 7.44957e+13 2.09789e+13 3.54523e+13 4.48707e+12 1.16616e+13 1.91584e+12 0
0.93 7.45595e+13 2.09928e+13 3.54853e+13 4.49064e+12 1.16733e+13 1.91747e+12 0
0.931 7.46236e+13 2.10066e+13 3.55188e+13 4.49413e+12 1.1685e+13 1.91911e+12 0
0.932 7.46881e+13 2.10204e+13 3.55527e+13 4.49755e+12 1.16967e+13 1.92074e+12 0
0.933 7.47529e+13 2.10342e+13 3.5587e+13 4.50087e+12 1.17085e+13 1.92236e+12 0
0.934 7.48177e+13 2.1048e+13 3.56216e+13 4.50408e+12 1.17201e+13 1.92398e+12 0
0.935 7.48822e+13 2.10617e+13 3.56565e+13 4.50719e+12 1.17313e+13 1.92557e+12 0
0.936 7.49464e+13 2.10754e+13 3.56916e+13 4.51021e+12 1.17421e+13 1.92715e+12 0
0.937 7.50107e+13 2.1089e+13 3.5727e+13 4.51319e+12 1.17528e+13 1.92872e+12 0
0.938 7.50751e+13 2.11025e+13 3.57625e+13 4.51616e+12 1.17636e+13 1.93026e+12 0
0.939 7.51399e+13 2.11163e+13 3.57983e+13 4.51911e+12 1.17744e+13 1.93179e+12 0
0.94 7.52054e+13 2.11303e+13 3.58342e+13 4.52205e+12 1.17855e+13 1.93332e+12 0
0.941 7.52714e+13 2.11445e+13 3.58704e+13 4.52498e+12 1.17967e+13 1.93484e+12 0
0.942 7.53382e+13 2.11591e+13 3.59066e+13 4.52794e+12 1.18081e+13 1.93635e+12 0
0.943 7.54055e+13 2.11741e+13 3.5943e+13 4.53092e+12 1.18196e+13 1.93786e+12 0
0.944 7.54733e+13 2.11894e+13 3.59795e+13 4.53394e+12 1.18311e+13 1.93935e+12 0
0.945 7.55415e+13 2.12051e+13 3.60161e+13 4.53699e+12 1.18425e+13 1.94081e+12 0
0.946 7.56094e+13 2.12208e+13 3.60527e+13 4.54009e+12 1.18536e+13 1.94225e+12 0
0.947 7.56767e+13 2.12367e+13 3.60892e+13 4.54323e+12 1.18639e+13 1.94366e+12 0
0.948 7.57439e+13 2.12526e+13 3.61258e+13 4.54641e+12 1.18741e+13 1.94505e+12 0
0.949 7.58101e+13 2.12685e+13 3.61613e+13 4.54963e+12 1.18842e+13 1.9464e+12 0
0.95 7.58721e+13 2.12846e+13 3.61926e+13 4.55289e+12 1.18943e+13 1.94774e+12 0
0.951 7.59335e+13 2.13007e+13 3.62233e+13 4.55619e+12 1.19043e+13 1.94905e+12 0
0.952 7.59949e+13 2.13169e+13 3.62538e+13 4.5595e+12 1.19144e+13 1.95036e+12 0
0.953 7.60565e+13 2.13331e+13 3.62843e+13 4.56281e+12 1.19246e+13 1.95167e+12 0
0.954 7.6119e+13 2.13494e+13 3.63157e+13 4.56611e+12 1.19348e+13 1.95299e+12 0
0.955 7.61825e+13 2.13658e+13 3.63479e+13 4.56942e+12 1.1945e+13 1.9543e+12 0
0.956 7.62467e+13 2.13822e+13 3.6381e+13 4.57274e+12 1.19552e+13 1.95561e+12 0
0.957 7.63117e+13 2.13987e+13 3.64149e+13 4.57606e+12 1.19651e+13 1.95693e+12 0
0.958 7.63771e+13 2.14153e+13 3.64492e+13 4.57938e+12 1.19749e+13 1.95825e+12 0
0.959 7.64421e+13 2.14319e+13 3.64833e+13 4.58269e+12 1.19846e+13 1.95959e+12 0
0.96 7.65064e+13 2.14487e+13 3.65167e+13 4.586e+12 1.19941e+13 1.96095e+12 0
0.961 7.65699e+13 2.14655e+13 3.65493e+13 4.5893e+12 1.20034e+13 1.96231e+12 0
0.962 7.6633e+13 2.14825e+13 3.65814e+13 4.5926e+12 1.20127e+13 1.96368e+12 0
0.963 7.66956e+13 2.14995e+13 3.66132e+13 4.59588e+12 1.20219e+13 1.96506e+12 0
0.964 7.67577e+13 2.15166e+13 3.66445e+13 4.59915e+12 1.2031e+13 1.96646e+12 0
0.965 7.68195e+13 2.15338e+13 3.66754e+13 4.60239e+12 1.20401e+13 1.96786e+12 0
0.966 7.68809e+13 2.15511e+13 3.67059e+13 4.60562e+12 1.2049e+13 1.96926e+12 0
0.967 7.69421e+13 2.15687e+13 3.6736e+13 4.60882e+12 1.2058e+13 1.97066e+12 0
0.968 7.70031e+13 2.15863e+13 3.67659e+13 4.612e+12 1.20668e+13 1.97206e+12 0
0.969 7.70638e+13 2.16042e+13 3.67955e+13 4.61514e+12 1.20756e+13 1.97345e+12 0
0.97 7.71243e+13 2.16222e+13 3.68247e+13 4.61826e+12 1.20843e+13 1.97483e+12 0
0.971 7.71845e+13 2.16404e+13 3.68537e+13 4.62136e+12 1.20929e+13 1.9762e+12 0
0.972 7.72445e+13 2.16586e+13 3.68823e+13 4.62445e+12 1.21015e+13 1.97757e+12 0
0.973 7.73041e+13 2.16771e+13 3.69106e+13 4.62756e+12 1.21099e+13 1.97892e+12 0
0.974 7.73633e+13 2.16956e+13 3.69384e+13 4.63065e+12 1.21184e+13 1.98026e+12 0
0.975 7.74222e+13 2.17143e+13 3.69658e+13 4.63375e+12 1.21267e+13 1.98158e+12 0
0.976 7.7481e+13 2.17332e+13 3.69929e+13 4.63703e+12 1.21351e+13 1.9829e+12 0
0.977 7.75399e+13 2.17521e+13 3.70197e+13 4.64051e+12 1.21434e+13 1.9842e+12 0
0.978 7.75987e+13 2.17711e+13 3.70462e+13 4.64419e+12 1.21517e+13 1.98549e+12 0
0.979 7.76576e+13 2.17903e+13 3.70726e+13 4.64806e+12 1.21599e+13 1.98679e+12 0
0.98 7.77167e+13 2.18094e+13 3.70988e+13 4.65213e+12 1.21682e+13 1.98812e+12 0
0.981 7.77759e+13 2.18286e+13 3.7125e+13 4.6564e+12 1.21764e+13 1.98947e+12 0
0.982 7.78351e+13 2.18478e+13 3.7151e+13 4.66087e+12 1.21846e+13 1.99085e+12 0
0.983 7.78943e+13 2.18669e+13 3.7177e+13 4.66547e+12 1.21927e+13 1.99225e+12 0
0.984 7.79536e+13 2.18861e+13 3.72028e+13 4.67019e+12 1.22008e+13 1.99368e+12 0
0.985 7.80128e+13 2.19052e+13 3.72285e+13 4.67504e+12 1.22089e+13 1.99513e+12 0
0.986 7.80721e+13 2.19243e+13 3.72541e+13 4.68002e+12 1.22171e+13 1.99661e+12 0
0.987 7.81315e+13 2.19434e+13 3.72796e+13 4.68515e+12 1.22253e+13 1.99812e+12 0
0.988 7.81911e+13 2.19625e+13 3.7305e+13 4.69041e+12 1.22335e+13 1.99965e+12 0
0.989 7.82508e+13 2.19815e+13 3.73304e+13 4.69584e+12 1.22419e+13 2.00122e+12 0
0.99 7.8311e+13 2.20004e+13 3.73558e+13 4.70166e+12 1.22503e+13 2.00284e+12 0
0.991 7.83716e+13 2.20191e+13 3.7381e+13 4.70794e+12 1.22589e+13 2.00455e+12 0
0.992 7.84321e+13 2.20372e+13 3.74062e+13 4.71468e+12 1.22676e+13 2.00636e+12 0
0.993 7.84925e+13 2.20547e+13 3.74314e+13 4.7218e+12 1.22763e+13 2.00831e+12 0
0.994 7.85529e+13 2.20716e+13 3.74564e+13 4.7293e+12 1.22851e+13 2.01041e+12 0
0.995 7.8613e+13 2.20879e+13 3.74815e+13 4.73718e+12 1.22938e+13 2.01266e+12 0
0.996 7.86729e+13 2.21034e+13 3.75065e+13 4.7454e+12 1.23026e+13 2.01503e+12 0
0.997 7.87324e+13 2.21182e+13 3.75314e+13 4.75389e+12 1.23114e+13 2.01753e+12 0
0.998 7.87916e+13 2.21324e+13 3.75562e+13 4.76262e+12 1.23203e+13 2.02013e+12 0
0.999 7.88509e+13 2.21463e+13 3.75809e+13 4.77162e+12 1.23292e+13 2.02283e+12 0
1 7.89104e+13 2.21601e+13 3.76056e+13 4.78086e+12 1.23382e+13 2.02562e+12 0
1.001 7.89705e+13 2.21738e+13 3.76306e+13 4.79031e+12 1.23474e+13 2.0285e+12 0
1.002 7.9031e+13 2.21873e+13 3.76559e+13 4.79974e+12 1.23566e+13 2.03147e+12 0
1.003 7.90921e+13 2.22008e+13 3.76817e+13 4.80913e+12 1.23659e+13 2.03452e+12 0
1.004 7.91539e+13 2.22144e+13 3.7708e+13 4.81848e+12 1.23754e+13 2.03768e+12 0
1.005 7.92167e+13 2.22281e+13 3.7735e+13 4.82778e+12 1.23848e+13 2.04097e+12 0
1.006 7.92803e+13 2.22421e+13 3.77625e+13 4.83703e+12 1.23944e+13 2.04441e+12 0
1.007 7.93448e+13 2.22562e+13 3.77905e+13 4.84624e+12 1.24039e+13 2.04797e+12 0
1.008 7.94099e+13 2.22706e+13 3.78186e+13 4.85541e+12 1.24135e+13 2.05166e+12 0
1.009 7.94754e+13 2.22853e+13 3.78469e+13 4.86452e+12 1.24232e+13 2.05545e+12 0
1.01 7.95412e+13 2.23002e+13 3.78752e+13 4.87358e+12 1.24329e+13 2.05935e+12 0
1.011 7.96075e+13 2.23153e+13 3.79036e+13 4.88261e+12 1.24426e+13 2.06335e+12 0
1.012 7.96742e+13 2.23306e+13 3.79321e+13 4.89168e+12 1.24523e+13 2.06742e+12 0
1.013 7.97413e+13 2.23461e+13 3.79607e+13 4.9008e+12 1.24621e+13 2.07156e+12 0
1.014 7.98087e+13 2.23617e+13 3.79893e+13 4.90997e+12 1.24719e+13 2.07578e+12 0
1.015 7.98763e+13 2.23772e+13 3.8018e+13 4.91917e+12 1.24818e+13 2.08008e+12 0
1.016 7.99439e+13 2.23926e+13 3.80468e+13 4.92826e+12 1.24918e+13 2.08443e+12 0
1.017 8.00115e+13 2.24081e+13 3.80757e+13 4.93722e+12 1.25017e+13 2.08879e+12 0
1.018 8.00791e+13 2.24235e+13 3.81047e+13 4.94607e+12 1.25118e+13 2.09314e+12 0
1.019 8.01468e+13 2.24389e+13 3.81338e+13 4.95489e+12 1.25218e+13 2.09747e+12 0
1.02 8.02147e+13 2.24542e+13 3.8163e+13 4.96371e+12 1.2532e+13 2.1018e+12 0
1.021 8.02827e+13 2.24694e+13 3.81923e+13 4.97263e+12 1.25422e+13 2.10611e+12 0
1.022 8.03513e+13 2.24846e+13 3.82218e+13 4.98193e+12 1.25525e+13 2.11041e+12 0
1.023 8.04205e+13 2.24997e+13 3.82516e+13 4.99165e+12 1.25628e+13 2.11472e+12 0
1.024 8.04903e+13 2.25147e+13 3.82815e+13 5.00176e+12 1.25733e+13 2.11905e+12 0
1.025 8.05607e+13 2.25297e+13 3.83116e+13 5.01229e+12 1.25837e+13 2.12344e+12 0
