Energy(eV) Total(1/s) Acoustic(1/s) IV_g_ems(1/s) IV_g_abs(1/s) IV_f_ems(1/s) IV_f_abs(1/s)
1.511 9.41708e+13 0 3.08369e+13 6.89208e+12 4.80853e+13 8.35656e+12
1.512 9.42543e+13 0 3.08644e+13 6.89799e+12 4.81283e+13 8.3637e+12
1.513 9.43379e+13 0 3.08919e+13 6.90391e+12 4.81712e+13 8.37083e+12
1.514 9.44215e+13 0 3.09195e+13 6.90984e+12 4.82142e+13 8.37797e+12
1.515 9.45051e+13 0 3.09471e+13 6.91576e+12 4.82572e+13 8.38511e+12
1.516 9.45888e+13 0 3.09746e+13 6.92169e+12 4.83002e+13 8.39225e+12
1.517 9.46725e+13 0 3.10022e+13 6.92762e+12 4.83432e+13 8.3994e+12
1.518 9.47562e+13 0 3.10298e+13 6.93355e+12 4.83862e+13 8.40655e+12
1.519 9.48399e+13 0 3.10574e+13 6.93949e+12 4.84293e+13 8.4137e+12
1.52 9.49237e+13 0 3.10851e+13 6.94542e+12 4.84724e+13 8.42085e+12
1.521 9.50075e+13 0 3.11127e+13 6.95136e+12 4.85155e+13 8.42801e+12
1.522 9.50914e+13 0 3.11403e+13 6.9573e+12 4.85586e+13 8.43517e+12
1.523 9.51753e+13 0 3.1168e+13 6.96325e+12 4.86017e+13 8.44233e+12
1.524 9.52592e+13 0 3.11957e+13 6.96919e+12 4.86449e+13 8.4495e+12
1.525 9.53432e+13 0 3.12233e+13 6.97514e+12 4.8688e+13 8.45667e+12
1.526 9.54272e+13 0 3.1251e+13 6.98109e+12 4.87312e+13 8.46384e+12
1.527 9.55112e+13 0 3.12787e+13 6.98704e+12 4.87744e+13 8.47101e+12
1.528 9.55952e+13 0 3.13064e+13 6.993e+12 4.88176e+13 8.47819e+12
1.529 9.56793e+13 0 3.13342e+13 6.99896e+12 4.88608e+13 8.48536e+12
1.53 9.57634e+13 0 3.13619e+13 7.00492e+12 4.89041e+13 8.49255e+12
1.531 9.58476e+13 0 3.13896e+13 7.01088e+12 4.89473e+13 8.49973e+12
1.532 9.59318e+13 0 3.14174e+13 7.01684e+12 4.89906e+13 8.50692e+12
1.533 9.6016e+13 0 3.14452e+13 7.02281e+12 4.90339e+13 8.51411e+12
1.534 9.61002e+13 0 3.14729e+13 7.02878e+12 4.90772e+13 8.5213e+12
1.535 9.61845e+13 0 3.15007e+13 7.03475e+12 4.91206e+13 8.5285e+12
1.536 9.62689e+13 0 3.15285e+13 7.04072e+12 4.91639e+13 8.53569e+12
1.537 9.63532e+13 0 3.15563e+13 7.0467e+12 4.92073e+13 8.5429e+12
1.538 9.64376e+13 0 3.15841e+13 7.05268e+12 4.92507e+13 8.5501e+12
1.539 9.6522e+13 0 3.1612e+13 7.05866e+12 4.92941e+13 8.55731e+12
1.54 9.66065e+13 0 3.16398e+13 7.06464e+12 4.93375e+13 8.56451e+12
1.541 9.66909e+13 0 3.16677e+13 7.07062e+12 4.93809e+13 8.57173e+12
1.542 9.67755e+13 0 3.16955e+13 7.07661e+12 4.94244e+13 8.57894e+12
1.543 9.686e+13 0 3.17234e+13 7.0826e+12 4.94678e+13 8.58616e+12
1.544 9.69446e+13 0 3.17513e+13 7.08859e+12 4.95113e+13 8.59338e+12
1.545 9.70292e+13 0 3.17792e+13 7.09459e+12 4.95548e+13 8.6006e+12
1.546 9.71139e+13 0 3.18071e+13 7.10058e+12 4.95984e+13 8.60783e+12
1.547 9.71985e+13 0 3.1835e+13 7.10658e+12 4.96419e+13 8.61506e+12
1.548 9.72833e+13 0 3.1863e+13 7.11258e+12 4.96854e+13 8.62229e+12
1.549 9.7368e+13 0 3.18909e+13 7.11858e+12 4.9729e+13 8.62952e+12
1.55 9.74528e+13 0 3.19188e+13 7.12459e+12 4.97726e+13 8.63676e+12
1.551 9.75376e+13 0 3.19468e+13 7.1306e+12 4.98162e+13 8.644e+12
1.552 9.76225e+13 0 3.19748e+13 7.13661e+12 4.98598e+13 8.65124e+12
1.553 9.77074e+13 0 3.20028e+13 7.14262e+12 4.99035e+13 8.65848e+12
1.554 9.77923e+13 0 3.20308e+13 7.14864e+12 4.99471e+13 8.66573e+12
1.555 9.78772e+13 0 3.20588e+13 7.15465e+12 4.99908e+13 8.67298e+12
1.556 9.79622e+13 0 3.20868e+13 7.16067e+12 5.00345e+13 8.68024e+12
1.557 9.80472e+13 0 3.21148e+13 7.16669e+12 5.00782e+13 8.68749e+12
1.558 9.81323e+13 0 3.21429e+13 7.17272e+12 5.01219e+13 8.69475e+12
1.559 9.82173e+13 0 3.21709e+13 7.17874e+12 5.01657e+13 8.70201e+12
1.56 9.83025e+13 0 3.2199e+13 7.18477e+12 5.02094e+13 8.70928e+12
1.561 9.83876e+13 0 3.2227e+13 7.1908e+12 5.02532e+13 8.71654e+12
1.562 9.84728e+13 0 3.22551e+13 7.19684e+12 5.0297e+13 8.72381e+12
1.563 9.8558e+13 0 3.22832e+13 7.20287e+12 5.03408e+13 8.73109e+12
1.564 9.86433e+13 0 3.23113e+13 7.20891e+12 5.03847e+13 8.73836e+12
1.565 9.87285e+13 0 3.23394e+13 7.21495e+12 5.04285e+13 8.74564e+12
1.566 9.88139e+13 0 3.23676e+13 7.22099e+12 5.04724e+13 8.75292e+12
1.567 9.88992e+13 0 3.23957e+13 7.22703e+12 5.05163e+13 8.7602e+12
1.568 9.89846e+13 0 3.24239e+13 7.23308e+12 5.05602e+13 8.76749e+12
1.569 9.907e+13 0 3.2452e+13 7.23913e+12 5.06041e+13 8.77478e+12
1.57 9.91554e+13 0 3.24802e+13 7.24518e+12 5.0648e+13 8.78207e+12
1.571 9.92409e+13 0 3.25084e+13 7.25124e+12 5.06919e+13 8.78936e+12
1.572 9.93264e+13 0 3.25366e+13 7.25729e+12 5.07359e+13 8.79666e+12
1.573 9.9412e+13 0 3.25648e+13 7.26335e+12 5.07799e+13 8.80396e+12
1.574 9.94976e+13 0 3.2593e+13 7.26941e+12 5.08239e+13 8.81126e+12
1.575 9.95832e+13 0 3.26212e+13 7.27547e+12 5.08679e+13 8.81857e+12
1.576 9.96688e+13 0 3.26495e+13 7.28154e+12 5.0912e+13 8.82588e+12
1.577 9.97545e+13 0 3.26777e+13 7.28761e+12 5.0956e+13 8.83319e+12
1.578 9.98402e+13 0 3.2706e+13 7.29368e+12 5.10001e+13 8.8405e+12
1.579 9.9926e+13 0 3.27342e+13 7.29975e+12 5.10442e+13 8.84782e+12
1.58 1.00012e+14 0 3.27625e+13 7.30582e+12 5.10883e+13 8.85514e+12
1.581 1.00098e+14 0 3.27908e+13 7.3119e+12 5.11324e+13 8.86246e+12
1.582 1.00183e+14 0 3.28191e+13 7.31798e+12 5.11765e+13 8.86979e+12
1.583 1.00269e+14 0 3.28474e+13 7.32406e+12 5.12207e+13 8.87711e+12
1.584 1.00355e+14 0 3.28758e+13 7.33014e+12 5.12649e+13 8.88444e+12
1.585 1.00441e+14 0 3.29041e+13 7.33623e+12 5.1309e+13 8.89178e+12
1.586 1.00527e+14 0 3.29324e+13 7.34232e+12 5.13533e+13 8.89911e+12
1.587 1.00613e+14 0 3.29608e+13 7.34841e+12 5.13975e+13 8.90645e+12
1.588 1.00699e+14 0 3.29892e+13 7.3545e+12 5.14417e+13 8.91379e+12
1.589 1.00785e+14 0 3.30175e+13 7.36059e+12 5.1486e+13 8.92114e+12
1.59 1.00871e+14 0 3.30459e+13 7.36669e+12 5.15303e+13 8.92848e+12
1.591 1.00958e+14 0 3.30743e+13 7.37279e+12 5.15745e+13 8.93583e+12
1.592 1.01044e+14 0 3.31028e+13 7.37889e+12 5.16189e+13 8.94318e+12
1.593 1.0113e+14 0 3.31312e+13 7.385e+12 5.16632e+13 8.95054e+12
1.594 1.01216e+14 0 3.31596e+13 7.3911e+12 5.17075e+13 8.9579e+12
1.595 1.01302e+14 0 3.31881e+13 7.39721e+12 5.17519e+13 8.96526e+12
1.596 1.01389e+14 0 3.32165e+13 7.40332e+12 5.17963e+13 8.97262e+12
1.597 1.01475e+14 0 3.3245e+13 7.40944e+12 5.18407e+13 8.97999e+12
1.598 1.01561e+14 0 3.32735e+13 7.41555e+12 5.18851e+13 8.98736e+12
1.599 1.01648e+14 0 3.3302e+13 7.42167e+12 5.19295e+13 8.99473e+12
1.6 1.01734e+14 0 3.33305e+13 7.42779e+12 5.1974e+13 9.0021e+12
1.601 1.01821e+14 0 3.3359e+13 7.43391e+12 5.20184e+13 9.00948e+12
1.602 1.01907e+14 0 3.33875e+13 7.44004e+12 5.20629e+13 9.01686e+12
1.603 1.01994e+14 0 3.3416e+13 7.44616e+12 5.21074e+13 9.02424e+12
1.604 1.0208e+14 0 3.34446e+13 7.45229e+12 5.21519e+13 9.03163e+12
1.605 1.02167e+14 0 3.34731e+13 7.45842e+12 5.21964e+13 9.03902e+12
1.606 1.02254e+14 0 3.35017e+13 7.46456e+12 5.2241e+13 9.04641e+12
1.607 1.0234e+14 0 3.35303e+13 7.4707e+12 5.22856e+13 9.0538e+12
1.608 1.02427e+14 0 3.35589e+13 7.47683e+12 5.23301e+13 9.0612e+12
1.609 1.02514e+14 0 3.35875e+13 7.48297e+12 5.23747e+13 9.06859e+12
1.61 1.02601e+14 0 3.36161e+13 7.48912e+12 5.24194e+13 9.076e+12
1.611 1.02687e+14 0 3.36447e+13 7.49526e+12 5.2464e+13 9.0834e+12
1.612 1.02774e+14 0 3.36733e+13 7.50141e+12 5.25087e+13 9.09081e+12
1.613 1.02861e+14 0 3.3702e+13 7.50756e+12 5.25533e+13 9.09822e+12
1.614 1.02948e+14 0 3.37306e+13 7.51371e+12 5.2598e+13 9.10563e+12
1.615 1.03035e+14 0 3.37593e+13 7.51987e+12 5.26427e+13 9.11305e+12
1.616 1.03122e+14 0 3.3788e+13 7.52602e+12 5.26874e+13 9.12047e+12
1.617 1.03209e+14 0 3.38167e+13 7.53218e+12 5.27322e+13 9.12789e+12
1.618 1.03296e+14 0 3.38454e+13 7.53835e+12 5.27769e+13 9.13531e+12
1.619 1.03383e+14 0 3.38741e+13 7.54451e+12 5.28217e+13 9.14274e+12
1.62 1.0347e+14 0 3.39028e+13 7.55068e+12 5.28665e+13 9.15017e+12
1.621 1.03557e+14 0 3.39315e+13 7.55684e+12 5.29113e+13 9.1576e+12
1.622 1.03644e+14 0 3.39603e+13 7.56301e+12 5.29561e+13 9.16503e+12
1.623 1.03732e+14 0 3.3989e+13 7.56919e+12 5.3001e+13 9.17247e+12
1.624 1.03819e+14 0 3.40178e+13 7.57536e+12 5.30458e+13 9.17991e+12
1.625 1.03906e+14 0 3.40466e+13 7.58154e+12 5.30907e+13 9.18736e+12
1.626 1.03994e+14 0 3.40754e+13 7.58772e+12 5.31356e+13 9.1948e+12
1.627 1.04081e+14 0 3.41042e+13 7.5939e+12 5.31805e+13 9.20225e+12
1.628 1.04168e+14 0 3.4133e+13 7.60009e+12 5.32254e+13 9.2097e+12
1.629 1.04256e+14 0 3.41618e+13 7.60627e+12 5.32704e+13 9.21716e+12
1.63 1.04343e+14 0 3.41906e+13 7.61246e+12 5.33154e+13 9.22461e+12
1.631 1.04431e+14 0 3.42195e+13 7.61865e+12 5.33603e+13 9.23207e+12
1.632 1.04518e+14 0 3.42483e+13 7.62485e+12 5.34053e+13 9.23953e+12
1.633 1.04606e+14 0 3.42772e+13 7.63104e+12 5.34503e+13 9.247e+12
1.634 1.04693e+14 0 3.43061e+13 7.63724e+12 5.34954e+13 9.25447e+12
1.635 1.04781e+14 0 3.4335e+13 7.64344e+12 5.35404e+13 9.26194e+12
1.636 1.04868e+14 0 3.43639e+13 7.64965e+12 5.35855e+13 9.26941e+12
1.637 1.04956e+14 0 3.43928e+13 7.65585e+12 5.36306e+13 9.27689e+12
1.638 1.05044e+14 0 3.44217e+13 7.66206e+12 5.36757e+13 9.28437e+12
1.639 1.05132e+14 0 3.44506e+13 7.66827e+12 5.37208e+13 9.29185e+12
1.64 1.05219e+14 0 3.44796e+13 7.67448e+12 5.37659e+13 9.29933e+12
1.641 1.05307e+14 0 3.45085e+13 7.68069e+12 5.38111e+13 9.30682e+12
1.642 1.05395e+14 0 3.45375e+13 7.68691e+12 5.38562e+13 9.31431e+12
1.643 1.05483e+14 0 3.45665e+13 7.69313e+12 5.39014e+13 9.3218e+12
1.644 1.05571e+14 0 3.45955e+13 7.69935e+12 5.39466e+13 9.3293e+12
1.645 1.05659e+14 0 3.46244e+13 7.70558e+12 5.39918e+13 9.3368e+12
1.646 1.05747e+14 0 3.46535e+13 7.7118e+12 5.40371e+13 9.3443e+12
1.647 1.05835e+14 0 3.46825e+13 7.71803e+12 5.40823e+13 9.3518e+12
1.648 1.05923e+14 0 3.47115e+13 7.72426e+12 5.41276e+13 9.35931e+12
1.649 1.06011e+14 0 3.47405e+13 7.73049e+12 5.41729e+13 9.36682e+12
1.65 1.06099e+14 0 3.47696e+13 7.73673e+12 5.42182e+13 9.37433e+12
1.651 1.06187e+14 0 3.47987e+13 7.74296e+12 5.42635e+13 9.38184e+12
1.652 1.06275e+14 0 3.48277e+13 7.7492e+12 5.43089e+13 9.38936e+12
1.653 1.06363e+14 0 3.48568e+13 7.75545e+12 5.43542e+13 9.39688e+12
1.654 1.06452e+14 0 3.48859e+13 7.76169e+12 5.43996e+13 9.4044e+12
1.655 1.0654e+14 0 3.4915e+13 7.76794e+12 5.4445e+13 9.41193e+12
1.656 1.06628e+14 0 3.49441e+13 7.77419e+12 5.44904e+13 9.41946e+12
1.657 1.06717e+14 0 3.49733e+13 7.78044e+12 5.45358e+13 9.42699e+12
1.658 1.06805e+14 0 3.50024e+13 7.78669e+12 5.45813e+13 9.43452e+12
1.659 1.06893e+14 0 3.50316e+13 7.79295e+12 5.46267e+13 9.44206e+12
1.66 1.06982e+14 0 3.50607e+13 7.7992e+12 5.46722e+13 9.4496e+12
1.661 1.0707e+14 0 3.50899e+13 7.80546e+12 5.47177e+13 9.45714e+12
1.662 1.07159e+14 0 3.51191e+13 7.81173e+12 5.47632e+13 9.46469e+12
1.663 1.07247e+14 0 3.51483e+13 7.81799e+12 5.48087e+13 9.47224e+12
1.664 1.07336e+14 0 3.51775e+13 7.82426e+12 5.48543e+13 9.47979e+12
1.665 1.07424e+14 0 3.52067e+13 7.83053e+12 5.48999e+13 9.48734e+12
1.666 1.07513e+14 0 3.52359e+13 7.8368e+12 5.49454e+13 9.4949e+12
1.667 1.07602e+14 0 3.52652e+13 7.84307e+12 5.4991e+13 9.50246e+12
1.668 1.0769e+14 0 3.52944e+13 7.84935e+12 5.50367e+13 9.51002e+12
1.669 1.07779e+14 0 3.53237e+13 7.85563e+12 5.50823e+13 9.51758e+12
1.67 1.07868e+14 0 3.5353e+13 7.86191e+12 5.51279e+13 9.52515e+12
1.671 1.07957e+14 0 3.53823e+13 7.86819e+12 5.51736e+13 9.53272e+12
1.672 1.08046e+14 0 3.54115e+13 7.87448e+12 5.52193e+13 9.54029e+12
1.673 1.08134e+14 0 3.54409e+13 7.88077e+12 5.5265e+13 9.54787e+12
1.674 1.08223e+14 0 3.54702e+13 7.88706e+12 5.53107e+13 9.55544e+12
1.675 1.08312e+14 0 3.54995e+13 7.89335e+12 5.53564e+13 9.56303e+12
1.676 1.08401e+14 0 3.55288e+13 7.89964e+12 5.54022e+13 9.57061e+12
1.677 1.0849e+14 0 3.55582e+13 7.90594e+12 5.5448e+13 9.5782e+12
1.678 1.08579e+14 0 3.55876e+13 7.91224e+12 5.54938e+13 9.58578e+12
1.679 1.08668e+14 0 3.56169e+13 7.91854e+12 5.55396e+13 9.59338e+12
1.68 1.08758e+14 0 3.56463e+13 7.92485e+12 5.55854e+13 9.60097e+12
1.681 1.08847e+14 0 3.56757e+13 7.93115e+12 5.56312e+13 9.60857e+12
1.682 1.08936e+14 0 3.57051e+13 7.93746e+12 5.56771e+13 9.61617e+12
1.683 1.09025e+14 0 3.57345e+13 7.94377e+12 5.57229e+13 9.62377e+12
1.684 1.09114e+14 0 3.57639e+13 7.95009e+12 5.57688e+13 9.63138e+12
1.685 1.09204e+14 0 3.57934e+13 7.9564e+12 5.58147e+13 9.63899e+12
1.686 1.09293e+14 0 3.58228e+13 7.96272e+12 5.58607e+13 9.6466e+12
1.687 1.09382e+14 0 3.58523e+13 7.96904e+12 5.59066e+13 9.65421e+12
1.688 1.09472e+14 0 3.58818e+13 7.97536e+12 5.59526e+13 9.66183e+12
1.689 1.09561e+14 0 3.59113e+13 7.98169e+12 5.59985e+13 9.66945e+12
1.69 1.0965e+14 0 3.59407e+13 7.98801e+12 5.60445e+13 9.67707e+12
1.691 1.0974e+14 0 3.59702e+13 7.99434e+12 5.60906e+13 9.6847e+12
1.692 1.09829e+14 0 3.59998e+13 8.00067e+12 5.61366e+13 9.69232e+12
1.693 1.09919e+14 0 3.60293e+13 8.00701e+12 5.61826e+13 9.69995e+12
1.694 1.10008e+14 0 3.60588e+13 8.01334e+12 5.62287e+13 9.70759e+12
1.695 1.10098e+14 0 3.60884e+13 8.01968e+12 5.62748e+13 9.71522e+12
1.696 1.10188e+14 0 3.61179e+13 8.02602e+12 5.63209e+13 9.72286e+12
1.697 1.10277e+14 0 3.61475e+13 8.03237e+12 5.6367e+13 9.7305e+12
1.698 1.10367e+14 0 3.61771e+13 8.03871e+12 5.64131e+13 9.73815e+12
1.699 1.10457e+14 0 3.62067e+13 8.04506e+12 5.64593e+13 9.74579e+12
1.7 1.10547e+14 0 3.62363e+13 8.05141e+12 5.65054e+13 9.75344e+12
1.701 1.10636e+14 0 3.62659e+13 8.05776e+12 5.65516e+13 9.7611e+12
1.702 1.10726e+14 0 3.62955e+13 8.06412e+12 5.65978e+13 9.76875e+12
1.703 1.10816e+14 0 3.63252e+13 8.07047e+12 5.6644e+13 9.77641e+12
1.704 1.10906e+14 0 3.63548e+13 8.07683e+12 5.66903e+13 9.78407e+12
1.705 1.10996e+14 0 3.63845e+13 8.08319e+12 5.67365e+13 9.79174e+12
1.706 1.11086e+14 0 3.64141e+13 8.08956e+12 5.67828e+13 9.7994e+12
1.707 1.11176e+14 0 3.64438e+13 8.09592e+12 5.68291e+13 9.80707e+12
1.708 1.11266e+14 0 3.64735e+13 8.10229e+12 5.68754e+13 9.81474e+12
1.709 1.11356e+14 0 3.65032e+13 8.10866e+12 5.69217e+13 9.82242e+12
1.71 1.11446e+14 0 3.65329e+13 8.11504e+12 5.6968e+13 9.83009e+12
1.711 1.11536e+14 0 3.65627e+13 8.12141e+12 5.70144e+13 9.83777e+12
1.712 1.11626e+14 0 3.65924e+13 8.12779e+12 5.70608e+13 9.84546e+12
1.713 1.11717e+14 0 3.66221e+13 8.13417e+12 5.71071e+13 9.85314e+12
1.714 1.11807e+14 0 3.66519e+13 8.14055e+12 5.71535e+13 9.86083e+12
1.715 1.11897e+14 0 3.66817e+13 8.14693e+12 5.72e+13 9.86852e+12
1.716 1.11987e+14 0 3.67114e+13 8.15332e+12 5.72464e+13 9.87622e+12
1.717 1.12078e+14 0 3.67412e+13 8.15971e+12 5.72929e+13 9.88391e+12
1.718 1.12168e+14 0 3.6771e+13 8.1661e+12 5.73393e+13 9.89161e+12
1.719 1.12259e+14 0 3.68009e+13 8.1725e+12 5.73858e+13 9.89932e+12
1.72 1.12349e+14 0 3.68307e+13 8.17889e+12 5.74323e+13 9.90702e+12
1.721 1.12439e+14 0 3.68605e+13 8.18529e+12 5.74789e+13 9.91473e+12
1.722 1.1253e+14 0 3.68904e+13 8.19169e+12 5.75254e+13 9.92244e+12
1.723 1.1262e+14 0 3.69202e+13 8.19809e+12 5.7572e+13 9.93015e+12
1.724 1.12711e+14 0 3.69501e+13 8.2045e+12 5.76186e+13 9.93787e+12
1.725 1.12802e+14 0 3.698e+13 8.21091e+12 5.76652e+13 9.94559e+12
1.726 1.12892e+14 0 3.70099e+13 8.21732e+12 5.77118e+13 9.95331e+12
1.727 1.12983e+14 0 3.70398e+13 8.22373e+12 5.77584e+13 9.96103e+12
1.728 1.13074e+14 0 3.70697e+13 8.23014e+12 5.7805e+13 9.96876e+12
1.729 1.13164e+14 0 3.70996e+13 8.23656e+12 5.78517e+13 9.97649e+12
1.73 1.13255e+14 0 3.71295e+13 8.24298e+12 5.78984e+13 9.98422e+12
1.731 1.13346e+14 0 3.71595e+13 8.2494e+12 5.79451e+13 9.99196e+12
1.732 1.13437e+14 0 3.71894e+13 8.25582e+12 5.79918e+13 9.9997e+12
1.733 1.13528e+14 0 3.72194e+13 8.26225e+12 5.80385e+13 1.00074e+13
1.734 1.13619e+14 0 3.72494e+13 8.26868e+12 5.80853e+13 1.00152e+13
1.735 1.13709e+14 0 3.72794e+13 8.27511e+12 5.81321e+13 1.00229e+13
1.736 1.138e+14 0 3.73094e+13 8.28154e+12 5.81788e+13 1.00307e+13
1.737 1.13891e+14 0 3.73394e+13 8.28797e+12 5.82256e+13 1.00384e+13
1.738 1.13982e+14 0 3.73694e+13 8.29441e+12 5.82725e+13 1.00462e+13
1.739 1.14074e+14 0 3.73994e+13 8.30085e+12 5.83193e+13 1.00539e+13
1.74 1.14165e+14 0 3.74295e+13 8.30729e+12 5.83662e+13 1.00617e+13
1.741 1.14256e+14 0 3.74595e+13 8.31374e+12 5.8413e+13 1.00695e+13
1.742 1.14347e+14 0 3.74896e+13 8.32018e+12 5.84599e+13 1.00772e+13
1.743 1.14438e+14 0 3.75197e+13 8.32663e+12 5.85068e+13 1.0085e+13
1.744 1.14529e+14 0 3.75498e+13 8.33308e+12 5.85537e+13 1.00928e+13
1.745 1.14621e+14 0 3.75799e+13 8.33954e+12 5.86007e+13 1.01005e+13
1.746 1.14712e+14 0 3.761e+13 8.34599e+12 5.86476e+13 1.01083e+13
1.747 1.14803e+14 0 3.76401e+13 8.35245e+12 5.86946e+13 1.01161e+13
1.748 1.14895e+14 0 3.76702e+13 8.35891e+12 5.87416e+13 1.01239e+13
1.749 1.14986e+14 0 3.77004e+13 8.36537e+12 5.87886e+13 1.01317e+13
1.75 1.15077e+14 0 3.77305e+13 8.37184e+12 5.88356e+13 1.01395e+13
1.751 1.15169e+14 0 3.77607e+13 8.37831e+12 5.88827e+13 1.01472e+13
1.752 1.1526e+14 0 3.77909e+13 8.38478e+12 5.89297e+13 1.0155e+13
1.753 1.15352e+14 0 3.78211e+13 8.39125e+12 5.89768e+13 1.01628e+13
1.754 1.15444e+14 0 3.78513e+13 8.39772e+12 5.90239e+13 1.01706e+13
1.755 1.15535e+14 0 3.78815e+13 8.4042e+12 5.9071e+13 1.01784e+13
1.756 1.15627e+14 0 3.79117e+13 8.41068e+12 5.91182e+13 1.01862e+13
1.757 1.15718e+14 0 3.79419e+13 8.41716e+12 5.91653e+13 1.0194e+13
1.758 1.1581e+14 0 3.79722e+13 8.42364e+12 5.92125e+13 1.02019e+13
1.759 1.15902e+14 0 3.80024e+13 8.43013e+12 5.92596e+13 1.02097e+13
1.76 1.15994e+14 0 3.80327e+13 8.43662e+12 5.93068e+13 1.02175e+13
1.761 1.16085e+14 0 3.8063e+13 8.44311e+12 5.93541e+13 1.02253e+13
1.762 1.16177e+14 0 3.80933e+13 8.4496e+12 5.94013e+13 1.02331e+13
1.763 1.16269e+14 0 3.81236e+13 8.45609e+12 5.94485e+13 1.02409e+13
1.764 1.16361e+14 0 3.81539e+13 8.46259e+12 5.94958e+13 1.02488e+13
1.765 1.16453e+14 0 3.81842e+13 8.46909e+12 5.95431e+13 1.02566e+13
1.766 1.16545e+14 0 3.82145e+13 8.47559e+12 5.95904e+13 1.02644e+13
1.767 1.16637e+14 0 3.82449e+13 8.4821e+12 5.96377e+13 1.02723e+13
1.768 1.16729e+14 0 3.82752e+13 8.4886e+12 5.9685e+13 1.02801e+13
1.769 1.16821e+14 0 3.83056e+13 8.49511e+12 5.97324e+13 1.02879e+13
1.77 1.16913e+14 0 3.8336e+13 8.50162e+12 5.97798e+13 1.02958e+13
1.771 1.17005e+14 0 3.83664e+13 8.50813e+12 5.98272e+13 1.03036e+13
1.772 1.17097e+14 0 3.83968e+13 8.51465e+12 5.98746e+13 1.03115e+13
1.773 1.1719e+14 0 3.84272e+13 8.52117e+12 5.9922e+13 1.03193e+13
1.774 1.17282e+14 0 3.84576e+13 8.52769e+12 5.99694e+13 1.03272e+13
1.775 1.17374e+14 0 3.8488e+13 8.53421e+12 6.00169e+13 1.0335e+13
1.776 1.17466e+14 0 3.85185e+13 8.54074e+12 6.00644e+13 1.03429e+13
1.777 1.17559e+14 0 3.85489e+13 8.54726e+12 6.01118e+13 1.03508e+13
1.778 1.17651e+14 0 3.85794e+13 8.55379e+12 6.01593e+13 1.03586e+13
1.779 1.17744e+14 0 3.86099e+13 8.56032e+12 6.02069e+13 1.03665e+13
1.78 1.17836e+14 0 3.86403e+13 8.56686e+12 6.02544e+13 1.03744e+13
1.781 1.17928e+14 0 3.86708e+13 8.57339e+12 6.0302e+13 1.03822e+13
1.782 1.18021e+14 0 3.87013e+13 8.57993e+12 6.03496e+13 1.03901e+13
1.783 1.18113e+14 0 3.87319e+13 8.58647e+12 6.03971e+13 1.0398e+13
1.784 1.18206e+14 0 3.87624e+13 8.59302e+12 6.04448e+13 1.04059e+13
1.785 1.18299e+14 0 3.87929e+13 8.59956e+12 6.04924e+13 1.04138e+13
1.786 1.18391e+14 0 3.88235e+13 8.60611e+12 6.054e+13 1.04217e+13
1.787 1.18484e+14 0 3.88541e+13 8.61266e+12 6.05877e+13 1.04295e+13
1.788 1.18577e+14 0 3.88846e+13 8.61921e+12 6.06354e+13 1.04374e+13
1.789 1.18669e+14 0 3.89152e+13 8.62577e+12 6.06831e+13 1.04453e+13
1.79 1.18762e+14 0 3.89458e+13 8.63232e+12 6.07308e+13 1.04532e+13
1.791 1.18855e+14 0 3.89764e+13 8.63888e+12 6.07785e+13 1.04611e+13
1.792 1.18948e+14 0 3.9007e+13 8.64545e+12 6.08263e+13 1.0469e+13
1.793 1.19041e+14 0 3.90377e+13 8.65201e+12 6.0874e+13 1.04769e+13
1.794 1.19134e+14 0 3.90683e+13 8.65858e+12 6.09218e+13 1.04848e+13
1.795 1.19226e+14 0 3.9099e+13 8.66514e+12 6.09696e+13 1.04928e+13
1.796 1.19319e+14 0 3.91296e+13 8.67172e+12 6.10174e+13 1.05007e+13
1.797 1.19412e+14 0 3.91603e+13 8.67829e+12 6.10653e+13 1.05086e+13
1.798 1.19505e+14 0 3.9191e+13 8.68486e+12 6.11131e+13 1.05165e+13
1.799 1.19599e+14 0 3.92217e+13 8.69144e+12 6.1161e+13 1.05244e+13
1.8 1.19692e+14 0 3.92524e+13 8.69802e+12 6.12089e+13 1.05324e+13
1.801 1.19785e+14 0 3.92831e+13 8.7046e+12 6.12568e+13 1.05403e+13
1.802 1.19878e+14 0 3.93138e+13 8.71119e+12 6.13047e+13 1.05482e+13
1.803 1.19971e+14 0 3.93446e+13 8.71778e+12 6.13526e+13 1.05562e+13
1.804 1.20064e+14 0 3.93753e+13 8.72436e+12 6.14006e+13 1.05641e+13
1.805 1.20158e+14 0 3.94061e+13 8.73096e+12 6.14486e+13 1.0572e+13
1.806 1.20251e+14 0 3.94369e+13 8.73755e+12 6.14966e+13 1.058e+13
1.807 1.20344e+14 0 3.94677e+13 8.74415e+12 6.15446e+13 1.05879e+13
1.808 1.20438e+14 0 3.94985e+13 8.75074e+12 6.15926e+13 1.05959e+13
1.809 1.20531e+14 0 3.95293e+13 8.75735e+12 6.16406e+13 1.06038e+13
1.81 1.20624e+14 0 3.95601e+13 8.76395e+12 6.16887e+13 1.06118e+13
1.811 1.20718e+14 0 3.95909e+13 8.77055e+12 6.17368e+13 1.06197e+13
1.812 1.20811e+14 0 3.96217e+13 8.77716e+12 6.17849e+13 1.06277e+13
1.813 1.20905e+14 0 3.96526e+13 8.78377e+12 6.1833e+13 1.06356e+13
