Energy(eV) Total(1/s) Acoustic(1/s) IV_g_ems(1/s) IV_g_abs(1/s) IV_f_ems(1/s) IV_f_abs(1/s)
0.905 4.9604e+13 0 1.61543e+13 3.72417e+12 2.51888e+13 4.53663e+12
0.906 4.96677e+13 0 1.61753e+13 3.72872e+12 2.52215e+13 4.54212e+12
0.907 4.97314e+13 0 1.61963e+13 3.73327e+12 2.52543e+13 4.5476e+12
0.908 4.97952e+13 0 1.62173e+13 3.73782e+12 2.5287e+13 4.5531e+12
0.909 4.98591e+13 0 1.62383e+13 3.74237e+12 2.53198e+13 4.55859e+12
0.91 4.99229e+13 0 1.62593e+13 3.74692e+12 2.53526e+13 4.56409e+12
0.911 4.99868e+13 0 1.62804e+13 3.75148e+12 2.53854e+13 4.56959e+12
0.912 5.00507e+13 0 1.63014e+13 3.75604e+12 2.54182e+13 4.57509e+12
0.913 5.01146e+13 0 1.63224e+13 3.7606e+12 2.5451e+13 4.58059e+12
0.914 5.01786e+13 0 1.63435e+13 3.76517e+12 2.54838e+13 4.5861e+12
0.915 5.02426e+13 0 1.63646e+13 3.76973e+12 2.55167e+13 4.59161e+12
0.916 5.03067e+13 0 1.63857e+13 3.7743e+12 2.55496e+13 4.59712e+12
0.917 5.03708e+13 0 1.64068e+13 3.77887e+12 2.55825e+13 4.60264e+12
0.918 5.04349e+13 0 1.64279e+13 3.78345e+12 2.56154e+13 4.60815e+12
0.919 5.0499e+13 0 1.6449e+13 3.78802e+12 2.56483e+13 4.61367e+12
0.92 5.05632e+13 0 1.64701e+13 3.7926e+12 2.56813e+13 4.6192e+12
0.921 5.06274e+13 0 1.64912e+13 3.79718e+12 2.57142e+13 4.62472e+12
0.922 5.06916e+13 0 1.65124e+13 3.80176e+12 2.57472e+13 4.63025e+12
0.923 5.07559e+13 0 1.65335e+13 3.80634e+12 2.57802e+13 4.63578e+12
0.924 5.08202e+13 0 1.65547e+13 3.81093e+12 2.58132e+13 4.64132e+12
0.925 5.08845e+13 0 1.65759e+13 3.81552e+12 2.58462e+13 4.64685e+12
0.926 5.09488e+13 0 1.65971e+13 3.82011e+12 2.58793e+13 4.65239e+12
0.927 5.10132e+13 0 1.66183e+13 3.8247e+12 2.59123e+13 4.65793e+12
0.928 5.10777e+13 0 1.66395e+13 3.8293e+12 2.59454e+13 4.66348e+12
0.929 5.11421e+13 0 1.66607e+13 3.83389e+12 2.59785e+13 4.66903e+12
0.93 5.12066e+13 0 1.66819e+13 3.83849e+12 2.60116e+13 4.67458e+12
0.931 5.12711e+13 0 1.67032e+13 3.84309e+12 2.60447e+13 4.68013e+12
0.932 5.13357e+13 0 1.67244e+13 3.8477e+12 2.60779e+13 4.68568e+12
0.933 5.14003e+13 0 1.67457e+13 3.8523e+12 2.6111e+13 4.69124e+12
0.934 5.14649e+13 0 1.6767e+13 3.85691e+12 2.61442e+13 4.6968e+12
0.935 5.15295e+13 0 1.67883e+13 3.86152e+12 2.61774e+13 4.70236e+12
0.936 5.15942e+13 0 1.68095e+13 3.86614e+12 2.62106e+13 4.70793e+12
0.937 5.16589e+13 0 1.68309e+13 3.87075e+12 2.62438e+13 4.7135e+12
0.938 5.17237e+13 0 1.68522e+13 3.87537e+12 2.62771e+13 4.71907e+12
0.939 5.17884e+13 0 1.68735e+13 3.87999e+12 2.63103e+13 4.72464e+12
0.94 5.18532e+13 0 1.68948e+13 3.88461e+12 2.63436e+13 4.73022e+12
0.941 5.19181e+13 0 1.69162e+13 3.88923e+12 2.63769e+13 4.7358e+12
0.942 5.1983e+13 0 1.69375e+13 3.89386e+12 2.64102e+13 4.74138e+12
0.943 5.20479e+13 0 1.69589e+13 3.89849e+12 2.64435e+13 4.74697e+12
0.944 5.21128e+13 0 1.69803e+13 3.90312e+12 2.64768e+13 4.75255e+12
0.945 5.21778e+13 0 1.70017e+13 3.90775e+12 2.65102e+13 4.75814e+12
0.946 5.22428e+13 0 1.70231e+13 3.91239e+12 2.65436e+13 4.76374e+12
0.947 5.23078e+13 0 1.70445e+13 3.91702e+12 2.6577e+13 4.76933e+12
0.948 5.23729e+13 0 1.70659e+13 3.92166e+12 2.66104e+13 4.77493e+12
0.949 5.2438e+13 0 1.70873e+13 3.92631e+12 2.66438e+13 4.78053e+12
0.95 5.25031e+13 0 1.71088e+13 3.93095e+12 2.66772e+13 4.78613e+12
0.951 5.25682e+13 0 1.71302e+13 3.9356e+12 2.67107e+13 4.79174e+12
0.952 5.26334e+13 0 1.71517e+13 3.94024e+12 2.67441e+13 4.79735e+12
0.953 5.26987e+13 0 1.71732e+13 3.9449e+12 2.67776e+13 4.80296e+12
0.954 5.27639e+13 0 1.71947e+13 3.94955e+12 2.68111e+13 4.80857e+12
0.955 5.28292e+13 0 1.72161e+13 3.9542e+12 2.68447e+13 4.81419e+12
0.956 5.28945e+13 0 1.72377e+13 3.95886e+12 2.68782e+13 4.81981e+12
0.957 5.29599e+13 0 1.72592e+13 3.96352e+12 2.69117e+13 4.82543e+12
0.958 5.30252e+13 0 1.72807e+13 3.96818e+12 2.69453e+13 4.83105e+12
0.959 5.30907e+13 0 1.73022e+13 3.97285e+12 2.69789e+13 4.83668e+12
0.96 5.31561e+13 0 1.73238e+13 3.97751e+12 2.70125e+13 4.84231e+12
0.961 5.32216e+13 0 1.73453e+13 3.98218e+12 2.70461e+13 4.84794e+12
0.962 5.32871e+13 0 1.73669e+13 3.98685e+12 2.70798e+13 4.85358e+12
0.963 5.33526e+13 0 1.73885e+13 3.99153e+12 2.71134e+13 4.85922e+12
0.964 5.34182e+13 0 1.74101e+13 3.9962e+12 2.71471e+13 4.86486e+12
0.965 5.34838e+13 0 1.74317e+13 4.00088e+12 2.71808e+13 4.8705e+12
0.966 5.35495e+13 0 1.74533e+13 4.00556e+12 2.72145e+13 4.87615e+12
0.967 5.36151e+13 0 1.74749e+13 4.01024e+12 2.72482e+13 4.8818e+12
0.968 5.36808e+13 0 1.74965e+13 4.01492e+12 2.72819e+13 4.88745e+12
0.969 5.37466e+13 0 1.75182e+13 4.01961e+12 2.73157e+13 4.8931e+12
0.97 5.38123e+13 0 1.75398e+13 4.0243e+12 2.73494e+13 4.89876e+12
0.971 5.38782e+13 0 1.75615e+13 4.02899e+12 2.73832e+13 4.90442e+12
0.972 5.3944e+13 0 1.75832e+13 4.03368e+12 2.7417e+13 4.91008e+12
0.973 5.40098e+13 0 1.76049e+13 4.03838e+12 2.74509e+13 4.91575e+12
0.974 5.40757e+13 0 1.76266e+13 4.04307e+12 2.74847e+13 4.92141e+12
0.975 5.41417e+13 0 1.76483e+13 4.04777e+12 2.75185e+13 4.92708e+12
0.976 5.42076e+13 0 1.767e+13 4.05248e+12 2.75524e+13 4.93276e+12
0.977 5.42736e+13 0 1.76917e+13 4.05718e+12 2.75863e+13 4.93843e+12
0.978 5.43397e+13 0 1.77135e+13 4.06189e+12 2.76202e+13 4.94411e+12
0.979 5.44057e+13 0 1.77352e+13 4.0666e+12 2.76541e+13 4.94979e+12
0.98 5.44718e+13 0 1.7757e+13 4.07131e+12 2.7688e+13 4.95547e+12
0.981 5.45379e+13 0 1.77787e+13 4.07602e+12 2.7722e+13 4.96116e+12
0.982 5.46041e+13 0 1.78005e+13 4.08074e+12 2.7756e+13 4.96685e+12
0.983 5.46703e+13 0 1.78223e+13 4.08545e+12 2.77899e+13 4.97254e+12
0.984 5.47365e+13 0 1.78441e+13 4.09017e+12 2.78239e+13 4.97823e+12
0.985 5.48027e+13 0 1.78659e+13 4.0949e+12 2.7858e+13 4.98393e+12
0.986 5.4869e+13 0 1.78878e+13 4.09962e+12 2.7892e+13 4.98963e+12
0.987 5.49353e+13 0 1.79096e+13 4.10435e+12 2.7926e+13 4.99533e+12
0.988 5.50017e+13 0 1.79314e+13 4.10907e+12 2.79601e+13 5.00104e+12
0.989 5.5068e+13 0 1.79533e+13 4.11381e+12 2.79942e+13 5.00675e+12
0.99 5.51345e+13 0 1.79752e+13 4.11854e+12 2.80283e+13 5.01246e+12
0.991 5.52009e+13 0 1.7997e+13 4.12327e+12 2.80624e+13 5.01817e+12
0.992 5.52674e+13 0 1.80189e+13 4.12801e+12 2.80965e+13 5.02389e+12
0.993 5.53339e+13 0 1.80408e+13 4.13275e+12 2.81307e+13 5.0296e+12
0.994 5.54004e+13 0 1.80627e+13 4.13749e+12 2.81649e+13 5.03533e+12
0.995 5.5467e+13 0 1.80847e+13 4.14224e+12 2.8199e+13 5.04105e+12
0.996 5.55336e+13 0 1.81066e+13 4.14699e+12 2.82332e+13 5.04678e+12
0.997 5.56002e+13 0 1.81285e+13 4.15173e+12 2.82675e+13 5.05251e+12
0.998 5.56669e+13 0 1.81505e+13 4.15649e+12 2.83017e+13 5.05824e+12
0.999 5.57336e+13 0 1.81724e+13 4.16124e+12 2.83359e+13 5.06397e+12
1 5.58003e+13 0 1.81944e+13 4.16599e+12 2.83702e+13 5.06971e+12
1.001 5.58671e+13 0 1.82164e+13 4.17075e+12 2.84045e+13 5.07545e+12
1.002 5.59339e+13 0 1.82384e+13 4.17551e+12 2.84388e+13 5.08119e+12
1.003 5.60007e+13 0 1.82604e+13 4.18028e+12 2.84731e+13 5.08694e+12
1.004 5.60676e+13 0 1.82824e+13 4.18504e+12 2.85074e+13 5.09268e+12
1.005 5.61345e+13 0 1.83045e+13 4.18981e+12 2.85418e+13 5.09844e+12
1.006 5.62014e+13 0 1.83265e+13 4.19458e+12 2.85762e+13 5.10419e+12
1.007 5.62684e+13 0 1.83485e+13 4.19935e+12 2.86105e+13 5.10994e+12
1.008 5.63354e+13 0 1.83706e+13 4.20412e+12 2.86449e+13 5.1157e+12
1.009 5.64024e+13 0 1.83927e+13 4.2089e+12 2.86794e+13 5.12146e+12
1.01 5.64694e+13 0 1.84147e+13 4.21367e+12 2.87138e+13 5.12723e+12
1.011 5.65365e+13 0 1.84368e+13 4.21845e+12 2.87482e+13 5.133e+12
1.012 5.66036e+13 0 1.84589e+13 4.22324e+12 2.87827e+13 5.13877e+12
1.013 5.66708e+13 0 1.8481e+13 4.22802e+12 2.88172e+13 5.14454e+12
1.014 5.6738e+13 0 1.85032e+13 4.23281e+12 2.88517e+13 5.15031e+12
1.015 5.68052e+13 0 1.85253e+13 4.2376e+12 2.88862e+13 5.15609e+12
1.016 5.68724e+13 0 1.85474e+13 4.24239e+12 2.89207e+13 5.16187e+12
1.017 5.69397e+13 0 1.85696e+13 4.24718e+12 2.89553e+13 5.16765e+12
1.018 5.7007e+13 0 1.85918e+13 4.25198e+12 2.89898e+13 5.17344e+12
1.019 5.70744e+13 0 1.86139e+13 4.25678e+12 2.90244e+13 5.17923e+12
1.02 5.71418e+13 0 1.86361e+13 4.26158e+12 2.9059e+13 5.18502e+12
1.021 5.72092e+13 0 1.86583e+13 4.26638e+12 2.90936e+13 5.19081e+12
1.022 5.72766e+13 0 1.86805e+13 4.27119e+12 2.91283e+13 5.19661e+12
1.023 5.73441e+13 0 1.87028e+13 4.27599e+12 2.91629e+13 5.20241e+12
1.024 5.74116e+13 0 1.8725e+13 4.2808e+12 2.91976e+13 5.20821e+12
1.025 5.74791e+13 0 1.87472e+13 4.28561e+12 2.92323e+13 5.21401e+12
1.026 5.75467e+13 0 1.87695e+13 4.29043e+12 2.9267e+13 5.21982e+12
1.027 5.76143e+13 0 1.87917e+13 4.29524e+12 2.93017e+13 5.22563e+12
1.028 5.76819e+13 0 1.8814e+13 4.30006e+12 2.93364e+13 5.23144e+12
1.029 5.77496e+13 0 1.88363e+13 4.30488e+12 2.93712e+13 5.23726e+12
1.03 5.78173e+13 0 1.88586e+13 4.30971e+12 2.94059e+13 5.24308e+12
1.031 5.7885e+13 0 1.88809e+13 4.31453e+12 2.94407e+13 5.2489e+12
1.032 5.79528e+13 0 1.89032e+13 4.31936e+12 2.94755e+13 5.25472e+12
1.033 5.80206e+13 0 1.89255e+13 4.32419e+12 2.95103e+13 5.26055e+12
1.034 5.80884e+13 0 1.89479e+13 4.32902e+12 2.95452e+13 5.26638e+12
1.035 5.81563e+13 0 1.89702e+13 4.33385e+12 2.958e+13 5.27221e+12
1.036 5.82242e+13 0 1.89926e+13 4.33869e+12 2.96149e+13 5.27804e+12
1.037 5.82921e+13 0 1.90149e+13 4.34353e+12 2.96498e+13 5.28388e+12
1.038 5.83601e+13 0 1.90373e+13 4.34837e+12 2.96847e+13 5.28972e+12
1.039 5.84281e+13 0 1.90597e+13 4.35321e+12 2.97196e+13 5.29556e+12
1.04 5.84961e+13 0 1.90821e+13 4.35806e+12 2.97545e+13 5.3014e+12
1.041 5.85641e+13 0 1.91045e+13 4.3629e+12 2.97895e+13 5.30725e+12
1.042 5.86322e+13 0 1.9127e+13 4.36775e+12 2.98244e+13 5.3131e+12
1.043 5.87004e+13 0 1.91494e+13 4.37261e+12 2.98594e+13 5.31896e+12
1.044 5.87685e+13 0 1.91718e+13 4.37746e+12 2.98944e+13 5.32481e+12
1.045 5.88367e+13 0 1.91943e+13 4.38232e+12 2.99294e+13 5.33067e+12
1.046 5.89049e+13 0 1.92167e+13 4.38718e+12 2.99645e+13 5.33653e+12
1.047 5.89732e+13 0 1.92392e+13 4.39204e+12 2.99995e+13 5.34239e+12
1.048 5.90414e+13 0 1.92617e+13 4.3969e+12 3.00346e+13 5.34826e+12
1.049 5.91098e+13 0 1.92842e+13 4.40177e+12 3.00697e+13 5.35413e+12
1.05 5.91781e+13 0 1.93067e+13 4.40663e+12 3.01048e+13 5.36e+12
1.051 5.92465e+13 0 1.93292e+13 4.4115e+12 3.01399e+13 5.36588e+12
1.052 5.93149e+13 0 1.93518e+13 4.41638e+12 3.0175e+13 5.37175e+12
1.053 5.93833e+13 0 1.93743e+13 4.42125e+12 3.02102e+13 5.37763e+12
1.054 5.94518e+13 0 1.93969e+13 4.42613e+12 3.02453e+13 5.38352e+12
1.055 5.95203e+13 0 1.94194e+13 4.43101e+12 3.02805e+13 5.3894e+12
1.056 5.95889e+13 0 1.9442e+13 4.43589e+12 3.03157e+13 5.39529e+12
1.057 5.96574e+13 0 1.94646e+13 4.44077e+12 3.03509e+13 5.40118e+12
1.058 5.97261e+13 0 1.94872e+13 4.44566e+12 3.03862e+13 5.40707e+12
1.059 5.97947e+13 0 1.95098e+13 4.45055e+12 3.04214e+13 5.41297e+12
1.06 5.98634e+13 0 1.95324e+13 4.45544e+12 3.04567e+13 5.41887e+12
1.061 5.99321e+13 0 1.9555e+13 4.46033e+12 3.0492e+13 5.42477e+12
1.062 6.00008e+13 0 1.95776e+13 4.46522e+12 3.05273e+13 5.43067e+12
1.063 6.00696e+13 0 1.96003e+13 4.47012e+12 3.05626e+13 5.43658e+12
1.064 6.01384e+13 0 1.9623e+13 4.47502e+12 3.05979e+13 5.44249e+12
1.065 6.02072e+13 0 1.96456e+13 4.47992e+12 3.06333e+13 5.4484e+12
1.066 6.02761e+13 0 1.96683e+13 4.48482e+12 3.06686e+13 5.45432e+12
1.067 6.0345e+13 0 1.9691e+13 4.48973e+12 3.0704e+13 5.46024e+12
1.068 6.04139e+13 0 1.97137e+13 4.49464e+12 3.07394e+13 5.46616e+12
1.069 6.04829e+13 0 1.97364e+13 4.49955e+12 3.07748e+13 5.47208e+12
1.07 6.05519e+13 0 1.97591e+13 4.50446e+12 3.08103e+13 5.47801e+12
1.071 6.06209e+13 0 1.97819e+13 4.50938e+12 3.08457e+13 5.48393e+12
1.072 6.06899e+13 0 1.98046e+13 4.51429e+12 3.08812e+13 5.48987e+12
1.073 6.0759e+13 0 1.98274e+13 4.51921e+12 3.09167e+13 5.4958e+12
1.074 6.08282e+13 0 1.98501e+13 4.52414e+12 3.09522e+13 5.50174e+12
1.075 6.08973e+13 0 1.98729e+13 4.52906e+12 3.09877e+13 5.50768e+12
1.076 6.09665e+13 0 1.98957e+13 4.53399e+12 3.10232e+13 5.51362e+12
1.077 6.10357e+13 0 1.99185e+13 4.53891e+12 3.10588e+13 5.51956e+12
1.078 6.1105e+13 0 1.99413e+13 4.54384e+12 3.10943e+13 5.52551e+12
1.079 6.11743e+13 0 1.99641e+13 4.54878e+12 3.11299e+13 5.53146e+12
1.08 6.12436e+13 0 1.99869e+13 4.55371e+12 3.11655e+13 5.53741e+12
1.081 6.13129e+13 0 2.00098e+13 4.55865e+12 3.12011e+13 5.54337e+12
1.082 6.13823e+13 0 2.00326e+13 4.56359e+12 3.12368e+13 5.54933e+12
1.083 6.14517e+13 0 2.00555e+13 4.56853e+12 3.12724e+13 5.55529e+12
1.084 6.15212e+13 0 2.00784e+13 4.57348e+12 3.13081e+13 5.56125e+12
1.085 6.15907e+13 0 2.01013e+13 4.57842e+12 3.13438e+13 5.56722e+12
1.086 6.16602e+13 0 2.01241e+13 4.58337e+12 3.13795e+13 5.57319e+12
1.087 6.17297e+13 0 2.01471e+13 4.58832e+12 3.14152e+13 5.57916e+12
1.088 6.17993e+13 0 2.017e+13 4.59328e+12 3.14509e+13 5.58513e+12
1.089 6.18689e+13 0 2.01929e+13 4.59823e+12 3.14867e+13 5.59111e+12
1.09 6.19386e+13 0 2.02158e+13 4.60319e+12 3.15225e+13 5.59709e+12
1.091 6.20083e+13 0 2.02388e+13 4.60815e+12 3.15583e+13 5.60307e+12
1.092 6.2078e+13 0 2.02617e+13 4.61311e+12 3.15941e+13 5.60906e+12
1.093 6.21477e+13 0 2.02847e+13 4.61808e+12 3.16299e+13 5.61505e+12
1.094 6.22175e+13 0 2.03077e+13 4.62304e+12 3.16657e+13 5.62104e+12
1.095 6.22873e+13 0 2.03307e+13 4.62801e+12 3.17016e+13 5.62703e+12
1.096 6.23571e+13 0 2.03537e+13 4.63298e+12 3.17374e+13 5.63303e+12
1.097 6.2427e+13 0 2.03767e+13 4.63796e+12 3.17733e+13 5.63903e+12
1.098 6.24969e+13 0 2.03997e+13 4.64293e+12 3.18092e+13 5.64503e+12
1.099 6.25668e+13 0 2.04228e+13 4.64791e+12 3.18451e+13 5.65103e+12
1.1 6.26368e+13 0 2.04458e+13 4.65289e+12 3.18811e+13 5.65704e+12
1.101 6.27068e+13 0 2.04689e+13 4.65787e+12 3.1917e+13 5.66305e+12
1.102 6.27769e+13 0 2.04919e+13 4.66286e+12 3.1953e+13 5.66906e+12
1.103 6.28469e+13 0 2.0515e+13 4.66785e+12 3.1989e+13 5.67507e+12
1.104 6.2917e+13 0 2.05381e+13 4.67284e+12 3.2025e+13 5.68109e+12
1.105 6.29872e+13 0 2.05612e+13 4.67783e+12 3.2061e+13 5.68711e+12
1.106 6.30573e+13 0 2.05843e+13 4.68282e+12 3.20971e+13 5.69314e+12
1.107 6.31275e+13 0 2.06074e+13 4.68782e+12 3.21331e+13 5.69916e+12
1.108 6.31977e+13 0 2.06305e+13 4.69282e+12 3.21692e+13 5.70519e+12
1.109 6.3268e+13 0 2.06537e+13 4.69782e+12 3.22053e+13 5.71122e+12
1.11 6.33383e+13 0 2.06768e+13 4.70282e+12 3.22414e+13 5.71726e+12
1.111 6.34086e+13 0 2.07e+13 4.70782e+12 3.22775e+13 5.72329e+12
1.112 6.3479e+13 0 2.07232e+13 4.71283e+12 3.23136e+13 5.72933e+12
1.113 6.35494e+13 0 2.07464e+13 4.71784e+12 3.23498e+13 5.73537e+12
1.114 6.36198e+13 0 2.07696e+13 4.72285e+12 3.2386e+13 5.74142e+12
1.115 6.36903e+13 0 2.07928e+13 4.72787e+12 3.24222e+13 5.74747e+12
1.116 6.37608e+13 0 2.0816e+13 4.73288e+12 3.24584e+13 5.75352e+12
1.117 6.38313e+13 0 2.08392e+13 4.7379e+12 3.24946e+13 5.75957e+12
1.118 6.39018e+13 0 2.08625e+13 4.74292e+12 3.25308e+13 5.76563e+12
1.119 6.39724e+13 0 2.08857e+13 4.74795e+12 3.25671e+13 5.77168e+12
1.12 6.4043e+13 0 2.0909e+13 4.75297e+12 3.26034e+13 5.77775e+12
1.121 6.41137e+13 0 2.09322e+13 4.758e+12 3.26396e+13 5.78381e+12
1.122 6.41844e+13 0 2.09555e+13 4.76303e+12 3.2676e+13 5.78988e+12
1.123 6.42551e+13 0 2.09788e+13 4.76806e+12 3.27123e+13 5.79595e+12
1.124 6.43258e+13 0 2.10021e+13 4.7731e+12 3.27486e+13 5.80202e+12
1.125 6.43966e+13 0 2.10254e+13 4.77813e+12 3.2785e+13 5.80809e+12
1.126 6.44674e+13 0 2.10488e+13 4.78317e+12 3.28214e+13 5.81417e+12
1.127 6.45383e+13 0 2.10721e+13 4.78821e+12 3.28577e+13 5.82025e+12
1.128 6.46092e+13 0 2.10954e+13 4.79326e+12 3.28942e+13 5.82633e+12
1.129 6.46801e+13 0 2.11188e+13 4.7983e+12 3.29306e+13 5.83242e+12
1.13 6.4751e+13 0 2.11422e+13 4.80335e+12 3.2967e+13 5.83851e+12
1.131 6.4822e+13 0 2.11655e+13 4.8084e+12 3.30035e+13 5.8446e+12
1.132 6.4893e+13 0 2.11889e+13 4.81345e+12 3.304e+13 5.85069e+12
1.133 6.49641e+13 0 2.12123e+13 4.81851e+12 3.30764e+13 5.85679e+12
1.134 6.50352e+13 0 2.12357e+13 4.82357e+12 3.3113e+13 5.86289e+12
1.135 6.51063e+13 0 2.12592e+13 4.82863e+12 3.31495e+13 5.86899e+12
1.136 6.51774e+13 0 2.12826e+13 4.83369e+12 3.3186e+13 5.87509e+12
1.137 6.52486e+13 0 2.1306e+13 4.83875e+12 3.32226e+13 5.8812e+12
1.138 6.53198e+13 0 2.13295e+13 4.84382e+12 3.32592e+13 5.88731e+12
1.139 6.5391e+13 0 2.1353e+13 4.84889e+12 3.32957e+13 5.89342e+12
1.14 6.54623e+13 0 2.13764e+13 4.85396e+12 3.33324e+13 5.89954e+12
1.141 6.55336e+13 0 2.13999e+13 4.85903e+12 3.3369e+13 5.90566e+12
1.142 6.56049e+13 0 2.14234e+13 4.8641e+12 3.34056e+13 5.91178e+12
1.143 6.56763e+13 0 2.14469e+13 4.86918e+12 3.34423e+13 5.9179e+12
1.144 6.57477e+13 0 2.14705e+13 4.87426e+12 3.3479e+13 5.92403e+12
1.145 6.58191e+13 0 2.1494e+13 4.87934e+12 3.35157e+13 5.93015e+12
1.146 6.58906e+13 0 2.15175e+13 4.88443e+12 3.35524e+13 5.93629e+12
1.147 6.59621e+13 0 2.15411e+13 4.88951e+12 3.35891e+13 5.94242e+12
1.148 6.60337e+13 0 2.15646e+13 4.8946e+12 3.36258e+13 5.94856e+12
1.149 6.61052e+13 0 2.15882e+13 4.89969e+12 3.36626e+13 5.9547e+12
1.15 6.61768e+13 0 2.16118e+13 4.90479e+12 3.36994e+13 5.96084e+12
1.151 6.62484e+13 0 2.16354e+13 4.90988e+12 3.37362e+13 5.96699e+12
1.152 6.63201e+13 0 2.1659e+13 4.91498e+12 3.3773e+13 5.97313e+12
1.153 6.63918e+13 0 2.16826e+13 4.92008e+12 3.38098e+13 5.97928e+12
1.154 6.64635e+13 0 2.17062e+13 4.92518e+12 3.38467e+13 5.98544e+12
1.155 6.65353e+13 0 2.17299e+13 4.93029e+12 3.38835e+13 5.99159e+12
1.156 6.66071e+13 0 2.17535e+13 4.9354e+12 3.39204e+13 5.99775e+12
1.157 6.66789e+13 0 2.17772e+13 4.9405e+12 3.39573e+13 6.00391e+12
1.158 6.67508e+13 0 2.18009e+13 4.94562e+12 3.39942e+13 6.01008e+12
1.159 6.68227e+13 0 2.18245e+13 4.95073e+12 3.40312e+13 6.01624e+12
1.16 6.68946e+13 0 2.18482e+13 4.95585e+12 3.40681e+13 6.02241e+12
1.161 6.69666e+13 0 2.18719e+13 4.96096e+12 3.41051e+13 6.02859e+12
1.162 6.70386e+13 0 2.18957e+13 4.96608e+12 3.4142e+13 6.03476e+12
1.163 6.71106e+13 0 2.19194e+13 4.97121e+12 3.4179e+13 6.04094e+12
1.164 6.71826e+13 0 2.19431e+13 4.97633e+12 3.42161e+13 6.04712e+12
1.165 6.72547e+13 0 2.19669e+13 4.98146e+12 3.42531e+13 6.0533e+12
1.166 6.73268e+13 0 2.19906e+13 4.98659e+12 3.42901e+13 6.05949e+12
1.167 6.7399e+13 0 2.20144e+13 4.99172e+12 3.43272e+13 6.06568e+12
1.168 6.74712e+13 0 2.20382e+13 4.99685e+12 3.43643e+13 6.07187e+12
1.169 6.75434e+13 0 2.2062e+13 5.00199e+12 3.44014e+13 6.07806e+12
1.17 6.76157e+13 0 2.20858e+13 5.00713e+12 3.44385e+13 6.08426e+12
1.171 6.76879e+13 0 2.21096e+13 5.01227e+12 3.44756e+13 6.09046e+12
1.172 6.77603e+13 0 2.21334e+13 5.01741e+12 3.45128e+13 6.09666e+12
1.173 6.78326e+13 0 2.21572e+13 5.02256e+12 3.45499e+13 6.10287e+12
1.174 6.7905e+13 0 2.21811e+13 5.02771e+12 3.45871e+13 6.10907e+12
1.175 6.79774e+13 0 2.22049e+13 5.03286e+12 3.46243e+13 6.11529e+12
1.176 6.80499e+13 0 2.22288e+13 5.03801e+12 3.46615e+13 6.1215e+12
1.177 6.81223e+13 0 2.22527e+13 5.04316e+12 3.46988e+13 6.12771e+12
1.178 6.81948e+13 0 2.22766e+13 5.04832e+12 3.4736e+13 6.13393e+12
1.179 6.82674e+13 0 2.23005e+13 5.05348e+12 3.47733e+13 6.14015e+12
1.18 6.834e+13 0 2.23244e+13 5.05864e+12 3.48106e+13 6.14638e+12
1.181 6.84126e+13 0 2.23483e+13 5.0638e+12 3.48479e+13 6.1526e+12
1.182 6.84852e+13 0 2.23722e+13 5.06897e+12 3.48852e+13 6.15883e+12
1.183 6.85579e+13 0 2.23962e+13 5.07414e+12 3.49225e+13 6.16507e+12
1.184 6.86306e+13 0 2.24201e+13 5.07931e+12 3.49599e+13 6.1713e+12
1.185 6.87034e+13 0 2.24441e+13 5.08448e+12 3.49973e+13 6.17754e+12
1.186 6.87761e+13 0 2.2468e+13 5.08965e+12 3.50347e+13 6.18378e+12
1.187 6.88489e+13 0 2.2492e+13 5.09483e+12 3.50721e+13 6.19002e+12
1.188 6.89218e+13 0 2.2516e+13 5.10001e+12 3.51095e+13 6.19627e+12
1.189 6.89947e+13 0 2.254e+13 5.10519e+12 3.51469e+13 6.20252e+12
1.19 6.90676e+13 0 2.25641e+13 5.11038e+12 3.51844e+13 6.20877e+12
1.191 6.91405e+13 0 2.25881e+13 5.11556e+12 3.52218e+13 6.21502e+12
1.192 6.92135e+13 0 2.26121e+13 5.12075e+12 3.52593e+13 6.22128e+12
1.193 6.92865e+13 0 2.26362e+13 5.12594e+12 3.52968e+13 6.22754e+12
1.194 6.93595e+13 0 2.26602e+13 5.13113e+12 3.53343e+13 6.2338e+12
1.195 6.94326e+13 0 2.26843e+13 5.13633e+12 3.53719e+13 6.24006e+12
1.196 6.95057e+13 0 2.27084e+13 5.14153e+12 3.54094e+13 6.24633e+12
1.197 6.95788e+13 0 2.27325e+13 5.14673e+12 3.5447e+13 6.2526e+12
1.198 6.9652e+13 0 2.27566e+13 5.15193e+12 3.54846e+13 6.25887e+12
1.199 6.97252e+13 0 2.27807e+13 5.15713e+12 3.55222e+13 6.26515e+12
1.2 6.97984e+13 0 2.28048e+13 5.16234e+12 3.55598e+13 6.27143e+12
1.201 6.98717e+13 0 2.2829e+13 5.16755e+12 3.55975e+13 6.27771e+12
1.202 6.9945e+13 0 2.28531e+13 5.17276e+12 3.56351e+13 6.28399e+12
1.203 7.00183e+13 0 2.28773e+13 5.17797e+12 3.56728e+13 6.29028e+12
1.204 7.00917e+13 0 2.29014e+13 5.18319e+12 3.57105e+13 6.29657e+12
1.205 7.01651e+13 0 2.29256e+13 5.18841e+12 3.57482e+13 6.30286e+12
1.206 7.02385e+13 0 2.29498e+13 5.19363e+12 3.57859e+13 6.30916e+12
1.207 7.0312e+13 0 2.2974e+13 5.19885e+12 3.58237e+13 6.31545e+12
